Gene ID,source_id,Product Description,Computed GO Component IDs,Computed GO Components,Computed GO Function IDs,Computed GO Functions,Computed GO Process IDs,Computed GO Processes,Curated GO Component IDs,Curated GO Components,Curated GO Function IDs,Curated GO Functions,Curated GO Process IDs,Curated GO Processes,EC numbers,EC numbers from OrthoMCL,ProtNLM prediction,ProtNLM score,ProtNote GO predictions,GO2SUM summary,Validation category,Notes,GO component count,GO function count,GO process count,Total computed GO count
B9J08_004523,B9J08_004523-t37_1,hypothetical protein,GO:0031499;GO:0005829;GO:0005730;GO:0005634,TRAMP complex;cytosol;nucleolus;nucleus,GO:0034458;GO:0051575;GO:1990817;GO:0046872;GO:0016779;GO:0004652;GO:0043023,3'-5' RNA helicase activity;5'-deoxyribose-5-phosphate lyase activity;RNA adenylyltransferase activity;metal ion binding;nucleotidyltransferase activity;polynucleotide adenylyltransferase activity;ribosomal large subunit binding,GO:0031123;GO:0034475;GO:0006284;GO:0071044;GO:0042138;GO:0043629;GO:0043630;GO:0045910;GO:0071031;GO:0071039;GO:0071040;GO:0071042;GO:0071046;GO:0071035;GO:0071037;GO:0071036;GO:0071038;GO:0071047;GO:0071051;GO:0071050;GO:0006400,RNA 3'-end processing;U4 snRNA 3'-end processing;base-excision repair;histone mRNA catabolic process;meiotic DNA double-strand break formation;ncRNA polyadenylation;ncRNA polyadenylation involved in polyadenylation-dependent ncRNA catabolic process;negative regulation of DNA recombination;nuclear mR,N/A,N/A,N/A,N/A,N/A,N/A,2.7.7.19 (Polynucleotide adenylyltransferase),2.7.7.19 (Polynucleotide adenylyltransferase);2.7.7.7 (DNA-directed DNA polymerase),,,,,,,4,7,21,32
B9J08_001138,B9J08_001138-t37_1,hypothetical protein,GO:0031931;GO:0031932;GO:0034064;GO:0005737;GO:0031234;GO:0000329;GO:0048471;GO:0005886,TORC1 complex;TORC2 complex;Tor2-Mei2-Ste11 complex;cytoplasm;extrinsic component of cytoplasmic side of plasma membrane;fungal-type vacuole membrane;perinuclear region of cytoplasm;plasma membrane,GO:0005524;GO:0016301;GO:0008144;GO:0005515;GO:0004672;GO:0004674;GO:0044877,ATP binding;kinase activity;obsolete drug binding;protein binding;protein kinase activity;protein serine/threonine kinase activity;protein-containing complex binding,GO:0031929;GO:0038202;GO:0007010;GO:0030950;GO:0010972;GO:0010507;GO:0110045;GO:0010515;GO:1900087;GO:2001108;GO:0035025;GO:0045807;GO:0032436;GO:0006468;GO:1905356;GO:0042254;GO:0007165,"TOR signaling;TORC1 signaling;cytoskeleton organization;establishment or maintenance of actin cytoskeleton polarity;negative regulation of G2/M transition of mitotic cell cycle;negative regulation of autophagy;negative regulation of cell cycle switching, mitotic to meiotic cell cycle;negative regula",N/A,N/A,N/A,N/A,N/A,N/A,2.7.11.1 (Non-specific serine/threonine protein kinase),2.7.1.137 (Phosphatidylinositol 3-kinase);2.7.1.67 (1-phosphatidylinositol 4-kinase);2.7.11.1 (Non-specific serine/threonine protein kinase),,,,,,,8,7,17,32
B9J08_005331,B9J08_005331-t37_1,hypothetical protein,GO:0032153;GO:0051286;GO:0005737;GO:0000935;GO:0001411;GO:0005635;GO:0005886,cell division site;cell tip;cytoplasm;division septum;hyphal tip;nuclear envelope;plasma membrane,GO:0005524;GO:0004709;GO:0032093;GO:0005515;GO:0004672;GO:0004713,ATP binding;MAP kinase kinase kinase activity;SAM domain binding;protein binding;protein kinase activity;protein tyrosine kinase activity,GO:0000196;GO:0034605;GO:0034599;GO:0070791;GO:0035405;GO:0010514;GO:0001403;GO:0000186;GO:0000161;GO:0007232;GO:0071507;GO:0000750;GO:0006468;GO:0007124;GO:0034307;GO:1900376;GO:0010525;GO:0001402;GO:0000909,cell wall integrity MAPK cascade;cellular response to heat;cellular response to oxidative stress;cleistothecium development;histone-threonine phosphorylation;induction of conjugation with cellular fusion;invasive growth in response to glucose limitation;obsolete activation of MAPKK activity;osmosens,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.7.11.1 (Non-specific serine/threonine protein kinase);2.7.11.25 (Mitogen-activated protein kinase kinase kinase),,,,,,,7,6,19,32
B9J08_003114,B9J08_003114-t37_1,hypothetical protein,GO:0070310;GO:0000781;GO:0000228;GO:0005730;GO:0005634,"ATR-ATRIP complex;chromosome, telomeric region;nuclear chromosome;nucleolus;nucleus",GO:0005524;GO:0016301;GO:0005515;GO:0004672;GO:0004674,ATP binding;kinase activity;protein binding;protein kinase activity;protein serine/threonine kinase activity,GO:0006975;GO:0006310;GO:0006281;GO:0006260;GO:0006974;GO:1990853;GO:0016572;GO:0033315;GO:0051598;GO:0044773;GO:0033314;GO:0007095;GO:0031573;GO:0045739;GO:2000105;GO:1901857;GO:1904514;GO:0046777;GO:0070198;GO:0007131;GO:0000723;GO:0000722,DNA damage induced protein phosphorylation;DNA recombination;DNA repair;DNA replication;cellular response to DNA damage stimulus;histone H2A SQE motif phosphorylation;histone phosphorylation;meiotic G2/MI DNA replication checkpoint signaling;meiotic recombination checkpoint signaling;mitotic DNA dam,N/A,N/A,N/A,N/A,N/A,N/A,2.7.11.1 (Non-specific serine/threonine protein kinase),2.7.1.137 (Phosphatidylinositol 3-kinase);2.7.11.1 (Non-specific serine/threonine protein kinase),,,,,,,5,5,22,32
B9J08_003034,B9J08_003034-t37_1,hypothetical protein,GO:0000235;GO:0055028;GO:0005881;GO:0036449;GO:0035371;GO:0005872;GO:0072686;GO:0005634;GO:0005816,astral microtubule;cortical microtubule;cytoplasmic microtubule;microtubule minus-end;microtubule plus-end;minus-end kinesin complex;mitotic spindle;nucleus;spindle pole body,GO:0005524;GO:0008017;GO:0003777;GO:0008569;GO:0008574,ATP binding;microtubule binding;microtubule motor activity;minus-end-directed microtubule motor activity;plus-end-directed microtubule motor activity,GO:0031122;GO:0030951;GO:0000742;GO:0051321;GO:1990571;GO:1990810;GO:0001578;GO:0051012;GO:0007018;GO:0031534;GO:0000278;GO:0007064;GO:0000022;GO:0051256;GO:0090561;GO:0000743;GO:0031535;GO:0060236,cytoplasmic microtubule organization;establishment or maintenance of microtubule cytoskeleton polarity;karyogamy involved in conjugation with cellular fusion;meiotic cell cycle;meiotic centromere clustering;microtubule anchoring at mitotic spindle pole body;microtubule bundle formation;microtubule s,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,9,5,18,32
B9J08_003287,B9J08_003287-t37_1,hypothetical protein,GO:0016593;GO:0005634;GO:0035327,Cdc73/Paf1 complex;nucleus;transcriptionally active chromatin,GO:0003677;GO:0003723;GO:1990269,DNA binding;RNA binding;RNA polymerase II C-terminal domain phosphoserine binding,GO:0006352;GO:0006353;GO:0043936;GO:0070911;GO:0016570;GO:0030448;GO:0031124;GO:0000122;GO:0031938;GO:2001165;GO:2001209;GO:0032968;GO:0034402;GO:2001173;GO:2001166;GO:0051569;GO:2001160;GO:2001163;GO:1900376;GO:0010913;GO:0006357;GO:0090262;GO:0043935;GO:0031126;GO:0001015;GO:0006368,"DNA-templated transcription, initiation;DNA-templated transcription, termination;asexual sporulation resulting in formation of a cellular spore;global genome nucleotide-excision repair;histone modification;hyphal growth;mRNA 3'-end processing;negative regulation of transcription by RNA polymerase II",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,3,3,26,32
B9J08_000704,B9J08_000704-t37_1,hypothetical protein,GO:0000124;GO:0046695;GO:0031934;GO:0030874;GO:0005634,SAGA complex;SLIK (SAGA-like) complex;mating-type region heterochromatin;nucleolar chromatin;nucleus,GO:0005524;GO:0008094;GO:0003677;GO:0031490;GO:0004386;GO:0016787;GO:0035064;GO:0070615;GO:0000182,"ATP binding;ATP-dependent activity, acting on DNA;DNA binding;chromatin DNA binding;helicase activity;hydrolase activity;methylated histone binding;nucleosome-dependent ATPase activity;rDNA binding",GO:0043044;GO:0006338;GO:0071894;GO:2000104;GO:0071441;GO:2000616;GO:1900050;GO:0042766;GO:0034728;GO:0016584;GO:1902275;GO:0060303;GO:0001178;GO:0007062;GO:0006363;GO:0006369;GO:0006368,ATP-dependent chromatin remodeling;chromatin remodeling;histone H2B conserved C-terminal lysine ubiquitination;negative regulation of DNA-dependent DNA replication;negative regulation of histone H3-K14 acetylation;negative regulation of histone H3-K9 acetylation;negative regulation of histone exchan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.7.10.1 (Receptor protein-tyrosine kinase);2.7.11.1 (Non-specific serine/threonine protein kinase);3.6.1.- (In phosphorus-containing anhydrides.);3.6.4.12 (DNA helicase),,,,,,,5,9,17,31
B9J08_004935,B9J08_004935-t37_1,hypothetical protein,GO:0120155;GO:0005935;GO:0000142;GO:0005737;GO:0071341;GO:0110085;GO:0120104;GO:0044732,"MIH complex;cellular bud neck;cellular bud neck contractile ring;cytoplasm;medial cortical node;mitotic actomyosin contractile ring;mitotic actomyosin contractile ring, proximal layer;mitotic spindle pole body",GO:0005096;GO:0051015;GO:0005516;GO:0032038;GO:0032033;GO:0032027;GO:0005515,GTPase activator activity;actin filament binding;calmodulin binding;myosin II heavy chain binding;myosin II light chain binding;myosin light chain binding;protein binding,GO:0051017;GO:1903478;GO:1903475;GO:1903479;GO:1902405;GO:1903477;GO:0030835;GO:0030838;GO:0072741;GO:1903476;GO:0071574;GO:0043087;GO:1903471;GO:0051056;GO:0007165;GO:0007264,actin filament bundle assembly;actin filament bundle convergence involved in mitotic contractile ring assembly;mitotic actomyosin contractile ring assembly;mitotic actomyosin contractile ring assembly actin filament organization;mitotic actomyosin contractile ring localization;mitotic contractile ri,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,8,7,16,31
B9J08_003376,B9J08_003376-t37_1,hypothetical protein,GO:1990860;GO:0042764;GO:0000307;GO:0005634,Pho85-Pho80 CDK-cyclin complex;ascospore-type prospore;cyclin-dependent protein kinase holoenzyme complex;nucleus,GO:0005524;GO:0004693;GO:0004672;GO:0004674;GO:0004713,ATP binding;cyclin-dependent protein serine/threonine kinase activity;protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity,GO:0006974;GO:0048315;GO:0055088;GO:0043433;GO:0050849;GO:0045719;GO:0016242;GO:0045936;GO:0000122;GO:0016239;GO:0071073;GO:0006468;GO:1901987;GO:0075306;GO:0032878;GO:0019216;GO:0046822;GO:0032880;GO:0031647;GO:0000083;GO:0000909;GO:0007089,cellular response to DNA damage stimulus;conidium formation;lipid homeostasis;negative regulation of DNA-binding transcription factor activity;negative regulation of calcium-mediated signaling;negative regulation of glycogen biosynthetic process;negative regulation of macroautophagy;negative regulat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2.7.1.- (Phosphotransferases with an alcohol group as acceptor.);2.7.1.37 (2.7.11.12, 2.7.11.13, 2.7.11.21, 2.7.11.22, 2.7.11.24, 2.7.11.25,2.7.11.30 and 2.7.12.1);2.7.11.1 (Non-specific serine/threonine protein kinase);2.7.11.12 (cGMP-dependent protein kinase);2.7.11.22 (Cyclin-dependent kinase);2.",,,,,,,4,5,22,31
B9J08_002322,B9J08_002322-t37_1,hypothetical protein,GO:0032153;GO:0005737;GO:0000935;GO:0005576;GO:0120106;GO:0072686;GO:1990023;GO:0005634,"cell division site;cytoplasm;division septum;extracellular region;mitotic actomyosin contractile ring, distal actin filament layer;mitotic spindle;mitotic spindle midzone;nucleus",GO:0003688;GO:0050815;GO:0019904;GO:0140311,DNA replication origin binding;phosphoserine residue binding;protein domain specific binding;protein sequestering activity,GO:0000077;GO:0006270;GO:0007265;GO:0030437;GO:0034613;GO:0034221;GO:0051457;GO:0033314;GO:0007095;GO:0044878;GO:0043066;GO:0010515;GO:1904667;GO:0031031;GO:0006267;GO:0007124;GO:0070873;GO:0001402;GO:0009847,DNA damage checkpoint signaling;DNA replication initiation;Ras protein signal transduction;ascospore formation;cellular protein localization;fungal-type cell wall chitin biosynthetic process;maintenance of protein location in nucleus;mitotic DNA replication checkpoint signaling;mitotic G2 DNA damage,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.1.1.4 (Phospholipase A(2)),,,,,,,8,4,19,31
B9J08_001675,B9J08_001675-t37_1,hypothetical protein,GO:0005694;GO:0005737;GO:0043596;GO:0005654;GO:0005634;GO:0035861,chromosome;cytoplasm;nuclear replication fork;nucleoplasm;nucleus;site of double-strand break,GO:0051539;GO:1990601;GO:0017108;GO:0005524;GO:0003677;GO:0003678;GO:0003682;GO:0046872;GO:0004518;GO:0045145;GO:0000014;GO:0017116,"4 iron, 4 sulfur cluster binding;5' overhang single-stranded DNA endodeoxyribonuclease activity;5'-flap endonuclease activity;ATP binding;DNA binding;DNA helicase activity;chromatin binding;metal ion binding;nuclease activity;single-stranded DNA 5'-3' exodeoxyribonuclease activity;single-stranded DN",GO:0000729;GO:0006281;GO:0033567;GO:0006261;GO:1903461;GO:0006273;GO:0000706;GO:0031297;GO:0071932;GO:0072429;GO:0000723;GO:0031860,"DNA double-strand break processing;DNA repair;DNA replication, Okazaki fragment processing;DNA-dependent DNA replication;Okazaki fragment processing involved in mitotic DNA replication;lagging strand elongation;meiotic DNA double-strand break processing;replication fork processing;replication fork r",N/A,N/A,N/A,N/A,N/A,N/A,3.1.-.- (Acting on ester bonds.);3.6.4.12 (DNA helicase),3.1.-.- (Acting on ester bonds.);3.6.4.12 (DNA helicase),,,,,,,6,12,12,30
B9J08_003586,B9J08_003586-t37_1,hypothetical protein,GO:0031422;GO:0005730,RecQ family helicase-topoisomerase III complex;nucleolus,GO:0043138;GO:0005524;GO:0003678;GO:0003824;GO:0004386;GO:0046872;GO:0003676;GO:0000166,3'-5' DNA helicase activity;ATP binding;DNA helicase activity;catalytic activity;helicase activity;metal ion binding;nucleic acid binding;nucleotide binding,GO:0000729;GO:0032508;GO:0006310;GO:0006281;GO:0006260;GO:0006265;GO:0006268;GO:0044237;GO:0051276;GO:0000724;GO:0000706;GO:0045132;GO:0044818;GO:0031573;GO:0000070;GO:0010947;GO:0010520;GO:0000723;GO:0000722;GO:0031860,DNA double-strand break processing;DNA duplex unwinding;DNA recombination;DNA repair;DNA replication;DNA topological change;DNA unwinding involved in DNA replication;cellular metabolic process;chromosome organization;double-strand break repair via homologous recombination;meiotic DNA double-strand b,N/A,N/A,N/A,N/A,N/A,N/A,3.6.4.12 (DNA helicase),"3.6.1.- (In phosphorus-containing anhydrides.);3.6.4.12 (DNA helicase);6.3.2.19 (Transferred entry: 2.3.2.23, 2.3.2.27 and 6.2.1.45)",,,,,,,2,8,20,30
B9J08_005013,B9J08_005013-t37_1,hypothetical protein,GO:0031431;GO:0000785;GO:0000775;GO:0005634,"Dbf4-dependent protein kinase complex;chromatin;chromosome, centromeric region;nucleus",GO:0005524;GO:0004672;GO:0004674;GO:0004713,ATP binding;protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity,GO:0006270;GO:0000082;GO:0034629;GO:0000727;GO:0033314;GO:1902975;GO:1902977;GO:0043392;GO:0001100;GO:0010620;GO:0031938;GO:0018105;GO:0018107;GO:0060903;GO:1905263;GO:1904968;GO:0031334;GO:0010673;GO:0006279;GO:0046777;GO:0006468;GO:0048478,DNA replication initiation;G1/S transition of mitotic cell cycle;cellular protein-containing complex localization;double-strand break repair via break-induced replication;mitotic DNA replication checkpoint signaling;mitotic DNA replication initiation;mitotic DNA replication preinitiation complex ass,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.3.1.48 (Histone acetyltransferase);2.7.11.1 (Non-specific serine/threonine protein kinase);2.7.11.23 ([RNA-polymerase]-subunit kinase),,,,,,,4,4,22,30
B9J08_001616,B9J08_001616-t37_1,hypothetical protein,GO:0031518;GO:0043291;GO:0019005;GO:0005737;GO:0043224;GO:0005634;GO:0017117,CBF3 complex;RAVE complex;SCF ubiquitin ligase complex;cytoplasm;nuclear SCF ubiquitin ligase complex;nucleus;single-stranded DNA-dependent ATP-dependent DNA helicase complex,GO:0003688;GO:0016874;GO:0061630;GO:0004842,DNA replication origin binding;ligase activity;ubiquitin protein ligase activity;ubiquitin-protein transferase activity,GO:0000082;GO:0000086;GO:0031146;GO:0034622;GO:0010458;GO:0051382;GO:0101026;GO:2000766;GO:0006998;GO:0030163;GO:0045116;GO:0016567;GO:0007096;GO:0043254;GO:0060542;GO:0000712;GO:0000921;GO:0006511;GO:0007035,G1/S transition of mitotic cell cycle;G2/M transition of mitotic cell cycle;SCF-dependent proteasomal ubiquitin-dependent protein catabolic process;cellular protein-containing complex assembly;exit from mitosis;kinetochore assembly;mitotic nuclear membrane biogenesis;negative regulation of cytoplasm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,7,4,19,30
B9J08_001105,B9J08_001105-t37_1,hypothetical protein,GO:0071162;GO:0031261;GO:0042555;GO:0097373;GO:0005737;GO:0005656;GO:0005634;GO:0031298,CMG complex;DNA replication preinitiation complex;MCM complex;MCM core complex;cytoplasm;nuclear pre-replicative complex;nucleus;replication fork protection complex,GO:0043138;GO:0033679;GO:0005524;GO:0016887;GO:0003677;GO:0003678;GO:0003688;GO:0009378;GO:0000166;GO:1990518;GO:0003697;GO:0017116;GO:0003727,3'-5' DNA helicase activity;3'-5' DNA/RNA helicase activity;ATP binding;ATP hydrolysis activity;DNA binding;DNA helicase activity;DNA replication origin binding;four-way junction helicase activity;nucleotide binding;single-stranded 3'-5' DNA helicase activity;single-stranded DNA binding;single-stran,GO:0006260;GO:0006270;GO:0006271;GO:0006268;GO:0000727;GO:0000724;GO:1902969;GO:0006267,DNA replication;DNA replication initiation;DNA strand elongation involved in DNA replication;DNA unwinding involved in DNA replication;double-strand break repair via break-induced replication;double-strand break repair via homologous recombination;mitotic DNA replication;pre-replicative complex asse,N/A,N/A,N/A,N/A,N/A,N/A,3.6.4.12 (DNA helicase),3.6.4.12 (DNA helicase),,,,,,,8,13,8,29
B9J08_001463,B9J08_001463-t37_1,hypothetical protein,GO:0032153;GO:0005935;GO:0000142;GO:0005737;GO:0005829;GO:0000131;GO:0031097;GO:0036391;GO:0071341;GO:0110085;GO:0120106;GO:0120105;GO:0120104;GO:0016460;GO:0016459,"cell division site;cellular bud neck;cellular bud neck contractile ring;cytoplasm;cytosol;incipient cellular bud site;medial cortex;medial cortex septin ring;medial cortical node;mitotic actomyosin contractile ring;mitotic actomyosin contractile ring, distal actin filament layer;mitotic actomyosin c",GO:0005524;GO:0051015;GO:0030899;GO:0003774;GO:0000146;GO:0032033;GO:0032027;GO:0005515,ATP binding;actin filament binding;calcium-dependent ATPase activity;cytoskeletal motor activity;microfilament motor activity;myosin II light chain binding;myosin light chain binding;protein binding,GO:1903478;GO:1903475;GO:1902404;GO:0031671;GO:1904498;GO:0000920,actin filament bundle convergence involved in mitotic contractile ring assembly;mitotic actomyosin contractile ring assembly;mitotic actomyosin contractile ring contraction;primary cell septum biogenesis;protein localization to mitotic actomyosin contractile ring;septum digestion after cytokinesis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.3.1.74 (2-alkenal reductase (NAD(P)(+)));6.1.1.11 (Serine--tRNA ligase),,,,,,,15,8,6,29
B9J08_000822,B9J08_000822-t37_1,hypothetical protein,GO:0005938;GO:0051285;GO:0032153;GO:0005933;GO:0005935;GO:0005934;GO:0005737;GO:0010494;GO:0000131;GO:0043332;GO:0005634,cell cortex;cell cortex of cell tip;cell division site;cellular bud;cellular bud neck;cellular bud tip;cytoplasm;cytoplasmic stress granule;incipient cellular bud site;mating projection tip;nucleus,GO:0005524;GO:0004672;GO:0004674;GO:0004713,ATP binding;protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity,GO:0007118;GO:0071472;GO:0030866;GO:0030950;GO:0007163;GO:0071940;GO:0097248;GO:2000247;GO:0045921;GO:0006468;GO:2000100;GO:0060237;GO:0050708;GO:0000920,budding cell apical bud growth;cellular response to salt stress;cortical actin cytoskeleton organization;establishment or maintenance of actin cytoskeleton polarity;establishment or maintenance of cell polarity;fungal-type cell wall assembly;maintenance of protein location in cell cortex of cell tip,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.7.11.1 (Non-specific serine/threonine protein kinase);2.7.11.11 (cAMP-dependent protein kinase);2.7.11.13 (Protein kinase C),,,,,,,11,4,14,29
B9J08_003861,B9J08_003861-t37_1,hypothetical protein,GO:0032044;GO:0005634;GO:0033553,DSIF complex;nucleus;rDNA heterochromatin,GO:0003677;GO:0001042;GO:0001179;GO:0000993;GO:0030619;GO:0030620;GO:0030621;GO:0030623;GO:0017070;GO:0044877;GO:0019843;GO:0003727;GO:0070990,DNA binding;RNA polymerase I core binding;RNA polymerase I general transcription initiation factor binding;RNA polymerase II complex binding;U1 snRNA binding;U2 snRNA binding;U4 snRNA binding;U5 snRNA binding;U6 snRNA binding;protein-containing complex binding;rRNA binding;single-stranded RNA bindin,GO:0008298;GO:0060195;GO:2001208;GO:0010508;GO:2001209;GO:0032968;GO:0032784;GO:2000232;GO:0006357;GO:0006355;GO:0090262;GO:0000245,intracellular mRNA localization;negative regulation of antisense RNA transcription;negative regulation of transcription elongation by RNA polymerase I;positive regulation of autophagy;positive regulation of transcription elongation from RNA polymerase I promoter;positive regulation of transcription ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,3,13,12,28
B9J08_001192,B9J08_001192-t37_1,hypothetical protein,GO:0016514;GO:0005634,SWI/SNF complex;nucleus,GO:0005524;GO:0008094;GO:0015616;GO:0004386;GO:0042393;GO:0070577;GO:0031492;GO:0070615;GO:0005515;GO:0000182,"ATP binding;ATP-dependent activity, acting on DNA;DNA translocase activity;helicase activity;histone binding;lysine-acetylated histone binding;nucleosomal DNA binding;nucleosome-dependent ATPase activity;protein binding;rDNA binding",GO:0043044;GO:0006261;GO:0035973;GO:0006338;GO:0006302;GO:0042766;GO:1900189;GO:2000219;GO:0031496;GO:0045944;GO:0061412;GO:1900400;GO:0006357;GO:0006355;GO:0006979;GO:0042148,ATP-dependent chromatin remodeling;DNA-dependent DNA replication;aggrephagy;chromatin remodeling;double-strand break repair;nucleosome mobilization;positive regulation of cell adhesion involved in single-species biofilm formation;positive regulation of invasive growth in response to glucose limitati,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.3.1.48 (Histone acetyltransferase);2.7.11.1 (Non-specific serine/threonine protein kinase);3.1.3.16 (Protein-serine/threonine phosphatase);3.6.-.- (Acting on acid anhydrides.);3.6.1.- (In phosphorus-containing anhydrides.);3.6.4.- (Acting on ATP; involved in cellular and subcellular movement.),,,,,,,2,10,16,28
