Gene ID,source_id,Product Description,Computed GO Component IDs,Computed GO Components,Computed GO Function IDs,Computed GO Functions,Computed GO Process IDs,Computed GO Processes,Curated GO Component IDs,Curated GO Components,Curated GO Function IDs,Curated GO Functions,Curated GO Process IDs,Curated GO Processes,EC numbers,EC numbers from OrthoMCL,ProtNLM prediction,ProtNLM score,ProtNote GO predictions,GO2SUM summary,Validation category,Notes
B9J08_004664,B9J08_004664-t37_1,tRNA-Thr,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_004672,B9J08_004672-t37_1,40S ribosomal protein S22,GO:0005840,ribosome,GO:0003735,structural constituent of ribosome,GO:0006412,translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_004682,B9J08_004682-t37_1,"arginine biosynthesis ArgJ, mitochondrial",GO:0005759,mitochondrial matrix,GO:0004042;GO:0004358;GO:0103045,acetyl-CoA:L-glutamate N-acetyltransferase activity;glutamate N-acetyltransferase activity;methione N-acyltransferase activity,GO:0006526;GO:0006592,arginine biosynthetic process;ornithine biosynthetic process,N/A,N/A,N/A,N/A,N/A,N/A,2.3.1.1 (Amino-acid N-acetyltransferase);2.3.1.35 (Glutamate N-acetyltransferase),2.3.1.1 (Amino-acid N-acetyltransferase);2.3.1.35 (Glutamate N-acetyltransferase),,,,,,
B9J08_004685,B9J08_004685-t37_1,"DNA-binding protein, 42 kDa",GO:0005634,nucleus,GO:0003677,DNA binding,GO:0009987,cellular process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.4.11.- (Aminopeptidases.);3.4.11.18 (Methionyl aminopeptidase);3.4.11.9 (Xaa-Pro aminopeptidase),,,,,,
B9J08_004689,B9J08_004689-t37_1,H/ACA ribonucleoprotein complex subunit 2,GO:0031429;GO:0005730;GO:1990904;GO:0019013,box H/ACA snoRNP complex;nucleolus;ribonucleoprotein complex;viral nucleocapsid,GO:0003723;GO:0034513,RNA binding;box H/ACA snoRNA binding,GO:0000469;GO:0006364;GO:0031118;GO:0042254;GO:0031120,cleavage involved in rRNA processing;rRNA processing;rRNA pseudouridine synthesis;ribosome biogenesis;snRNA pseudouridine synthesis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_004696,B9J08_004696-t37_1,threonine synthase,N/A,N/A,GO:0030170;GO:0004795,pyridoxal phosphate binding;threonine synthase activity,GO:0006520;GO:0009088,cellular amino acid metabolic process;threonine biosynthetic process,N/A,N/A,N/A,N/A,N/A,N/A,4.2.3.1 (Threonine synthase),2.7.1.39 (Homoserine kinase);4.2.3.1 (Threonine synthase);4.3.1.17 (L-serine ammonia-lyase),,,,,,
B9J08_004699,B9J08_004699-t37_1,40S ribosomal protein S25-B,GO:0022627;GO:0005840,cytosolic small ribosomal subunit;ribosome,GO:0003735,structural constituent of ribosome,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_004701,B9J08_004701-t37_1,chaperone DnaJ,GO:0031314;GO:0005759,extrinsic component of mitochondrial inner membrane;mitochondrial matrix,GO:0005524;GO:0001671;GO:0031072;GO:0046872;GO:0051082,ATP binding;ATPase activator activity;heat shock protein binding;metal ion binding;unfolded protein binding,GO:0006458;GO:0000002;GO:0006457;GO:0006515;GO:0042026;GO:0009408,'de novo' protein folding;mitochondrial genome maintenance;protein folding;protein quality control for misfolded or incompletely synthesized proteins;protein refolding;response to heat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_004702,B9J08_004702-t37_1,acetyl-CoA hydrolase,GO:0005829;GO:0005739,cytosol;mitochondrion,GO:0008410;GO:0008775;GO:0003986;GO:0016788,"CoA-transferase activity;acetate CoA-transferase activity;acetyl-CoA hydrolase activity;hydrolase activity, acting on ester bonds",GO:0006083;GO:0006084;GO:0019679,"acetate metabolic process;acetyl-CoA metabolic process;propionate metabolic process, methylcitrate cycle",N/A,N/A,N/A,N/A,N/A,N/A,3.1.2.1 (Acetyl-CoA hydrolase),2.8.3.- (CoA-transferases.);3.1.2.1 (Acetyl-CoA hydrolase),,,,,,
B9J08_004706,B9J08_004706-t37_1,protoheme IX farnesyltransferase,GO:0016021;GO:0031966,integral component of membrane;mitochondrial membrane,GO:0004659;GO:0008495;GO:0016765,"prenyltransferase activity;protoheme IX farnesyltransferase activity;transferase activity, transferring alkyl or aryl (other than methyl) groups",GO:0006784;GO:0048034;GO:0006783,heme A biosynthetic process;heme O biosynthetic process;heme biosynthetic process,N/A,N/A,N/A,N/A,N/A,N/A,"2.5.1.- (Transferring alkyl or aryl groups, other than methyl groups.);2.5.1.141 (Heme o synthase)",2.5.1.141 (Heme o synthase),,,,,,
B9J08_004713,B9J08_004713-t37_1,tRNA-Val,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_004714,B9J08_004714-t37_1,proliferating cell nuclear antigen (pcna),GO:0043626;GO:0005634,PCNA complex;nucleus,GO:0003677;GO:0030337,DNA binding;DNA polymerase processivity factor activity,GO:0006260;GO:0006275,DNA replication;regulation of DNA replication,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_004724,B9J08_004724-t37_1,tRNA-Met,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_004730,B9J08_004730-t37_1,lysine-tRNA ligase,GO:0005737;GO:0005739,cytoplasm;mitochondrion,GO:0005524;GO:0004812;GO:0004824;GO:0003676;GO:0000166,ATP binding;aminoacyl-tRNA ligase activity;lysine-tRNA ligase activity;nucleic acid binding;nucleotide binding,GO:0006430;GO:0070154;GO:0032543;GO:0006418;GO:0008033,lysyl-tRNA aminoacylation;mitochondrial lysyl-tRNA aminoacylation;mitochondrial translation;tRNA aminoacylation for protein translation;tRNA processing,N/A,N/A,N/A,N/A,N/A,N/A,6.1.1.6 (Lysine--tRNA ligase),6.1.1.6 (Lysine--tRNA ligase),,,,,,
B9J08_004736,B9J08_004736-t37_1,ribonuclease HII,GO:0005634;GO:0032299,nucleus;ribonuclease H2 complex,GO:0003723;GO:0004523;GO:0046872;GO:0003676,RNA binding;RNA-DNA hybrid ribonuclease activity;metal ion binding;nucleic acid binding,GO:0043137;GO:0006401;GO:0016070;GO:0070716;GO:1990516,"DNA replication, removal of RNA primer;RNA catabolic process;RNA metabolic process;mismatch repair involved in maintenance of fidelity involved in DNA-dependent DNA replication;ribonucleotide excision repair",N/A,N/A,N/A,N/A,N/A,N/A,3.1.26.4 (Ribonuclease H),3.1.26.4 (Ribonuclease H),,,,,,
B9J08_004737,B9J08_004737-t37_1,pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase,GO:0005759;GO:0005967;GO:0045254,mitochondrial matrix;mitochondrial pyruvate dehydrogenase complex;pyruvate dehydrogenase complex,GO:0016746;GO:0004742;GO:0004739,acyltransferase activity;dihydrolipoyllysine-residue acetyltransferase activity;pyruvate dehydrogenase (acetyl-transferring) activity,GO:0006086;GO:0042867;GO:0006090,acetyl-CoA biosynthetic process from pyruvate;pyruvate catabolic process;pyruvate metabolic process,N/A,N/A,N/A,N/A,N/A,N/A,2.3.1.12 (Dihydrolipoyllysine-residue acetyltransferase),2.3.1.12 (Dihydrolipoyllysine-residue acetyltransferase),,,,,,
B9J08_004739,B9J08_004739-t37_1,septum formation protein Maf,GO:0005737,cytoplasm,GO:0047429,nucleoside-triphosphate diphosphatase activity,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.6.1.9 (Nucleotide diphosphatase),3.6.1.9 (Nucleotide diphosphatase),,,,,,
B9J08_004747,B9J08_004747-t37_1,histone deacetylase RPD3,GO:1990483;GO:0033698;GO:0070210;GO:0032221;GO:0070822;GO:0000118;GO:0034399;GO:0005634,Clr6 histone deacetylase complex I'';Rpd3L complex;Rpd3L-Expanded complex;Rpd3S/Clr6-CII complex;Sin3-type complex;histone deacetylase complex;nuclear periphery;nucleus,GO:0032041;GO:0004407;GO:0046872;GO:0033558;GO:0003713;GO:0003714,NAD-dependent histone deacetylase activity (H3-K14 specific);histone deacetylase activity;metal ion binding;protein deacetylase activity;transcription coactivator activity;transcription corepressor activity,GO:0044804;GO:0006325;GO:0070932;GO:0070933;GO:0016575;GO:0045128;GO:0061188;GO:0061186;GO:0016479;GO:0000122;GO:0051038;GO:0031939;GO:0016239;GO:0045944;GO:0034503;GO:0070550;GO:0030174;GO:0000083;GO:0000117;GO:0006368;GO:0061587,autophagy of nucleus;chromatin organization;histone H3 deacetylation;histone H4 deacetylation;histone deacetylation;negative regulation of reciprocal meiotic recombination;negative regulation of ribosomal DNA heterochromatin assembly;negative regulation of silent mating-type cassette heterochromatin,N/A,N/A,N/A,N/A,N/A,N/A,3.5.1.98 (Histone deacetylase),2.8.2.- (Sulfotransferases.);3.5.1.98 (Histone deacetylase),,,,,,
B9J08_004753,B9J08_004753-t37_1,"NADH-ubiquinone oxidoreductase 19.3 kDa subunit, mitochondrial",N/A,N/A,GO:0051539;GO:0008137;GO:0051536;GO:0046872;GO:0048038,"4 iron, 4 sulfur cluster binding;NADH dehydrogenase (ubiquinone) activity;iron-sulfur cluster binding;metal ion binding;quinone binding",GO:0055114,obsolete oxidation-reduction process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.12.7.2 (Ferredoxin hydrogenase);1.6.5.11 (NADH dehydrogenase (quinone));1.6.5.3 (Transferred entry: 7.1.1.2);1.6.99.3 (Deleted entry);1.6.99.5 (Transferred entry: 1.6.5.11);7.1.1.2 (NADH:ubiquinone reductase (H(+)-translocating)),,,,,,
B9J08_004754,B9J08_004754-t37_1,histone,GO:0000786;GO:0005634,nucleosome;nucleus,GO:0003677;GO:0046982,DNA binding;protein heterodimerization activity,GO:0006334,nucleosome assembly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.6.1.- (In phosphorus-containing anhydrides.),,,,,,
B9J08_004759,B9J08_004759-t37_1,ER-derived vesicles protein ERV14,GO:0030134;GO:0005789;GO:0016021,COPII-coated ER to Golgi transport vesicle;endoplasmic reticulum membrane;integral component of membrane,GO:0038024,cargo receptor activity,GO:0030437;GO:0007120;GO:0006888;GO:0035556;GO:0016192,ascospore formation;axial cellular bud site selection;endoplasmic reticulum to Golgi vesicle-mediated transport;intracellular signal transduction;vesicle-mediated transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_004764,B9J08_004764-t37_1,glutamate-5-semialdehyde dehydrogenase,GO:0005739,mitochondrion,GO:0050661;GO:0004350;GO:0016491;GO:0016620,"NADP binding;glutamate-5-semialdehyde dehydrogenase activity;oxidoreductase activity;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",GO:0055129;GO:0055114;GO:0006561,L-proline biosynthetic process;obsolete oxidation-reduction process;proline biosynthetic process,N/A,N/A,N/A,N/A,N/A,N/A,1.2.1.41 (Glutamate-5-semialdehyde dehydrogenase),1.2.1.41 (Glutamate-5-semialdehyde dehydrogenase);2.7.2.11 (Glutamate 5-kinase),,,,,,
B9J08_004769,B9J08_004769-t37_1,polyubiquitin,GO:0005777,peroxisome,GO:0004857;GO:0005515;GO:0031386,enzyme inhibitor activity;protein binding;protein tag,GO:0051321;GO:0016567,meiotic cell cycle;protein ubiquitination,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_004781,B9J08_004781-t37_1,3-isopropylmalate dehydratase,GO:0009316;GO:0010494;GO:0005829,3-isopropylmalate dehydratase complex;cytoplasmic stress granule;cytosol,GO:0003861;GO:0051539;GO:0046872,"3-isopropylmalate dehydratase activity;4 iron, 4 sulfur cluster binding;metal ion binding",GO:0009098,leucine biosynthetic process,N/A,N/A,N/A,N/A,N/A,N/A,4.2.1.33 (3-isopropylmalate dehydratase),4.2.1.33 (3-isopropylmalate dehydratase);4.2.1.36 (Homoaconitate hydratase);4.2.1.85 (Dimethylmaleate hydratase),,,,,,
B9J08_004798,B9J08_004798-t37_1,ornithine carbamoyltransferase,GO:0005829;GO:0005622;GO:0005759;GO:0005739,cytosol;intracellular anatomical structure;mitochondrial matrix;mitochondrion,GO:0016597;GO:0016743;GO:0004585,amino acid binding;carboxyl- or carbamoyltransferase activity;ornithine carbamoyltransferase activity,GO:0006526;GO:0042450;GO:0030436;GO:0006520,arginine biosynthetic process;arginine biosynthetic process via ornithine;asexual sporulation;cellular amino acid metabolic process,N/A,N/A,N/A,N/A,N/A,N/A,2.1.3.3 (Ornithine carbamoyltransferase),2.1.3.3 (Ornithine carbamoyltransferase);2.1.3.6 (Putrescine carbamoyltransferase),,,,,,
B9J08_004834,B9J08_004834-t37_1,cell division control protein 10,GO:0042764;GO:0005935;GO:0000144;GO:0001400;GO:0032175;GO:0036391;GO:0032152;GO:0072687;GO:0120104;GO:0032151;GO:0005628;GO:0032169;GO:0031105;GO:0032160;GO:0005876,"ascospore-type prospore;cellular bud neck;cellular bud neck septin ring;mating projection base;mating projection septin ring;medial cortex septin ring;meiotic septin complex;meiotic spindle;mitotic actomyosin contractile ring, proximal layer;mitotic septin complex;prospore membrane;prospore septin r",GO:0005545;GO:0005525;GO:0003924;GO:0060090;GO:0070273;GO:0010314;GO:0005200,1-phosphatidylinositol binding;GTP binding;GTPase activity;molecular adaptor activity;phosphatidylinositol-4-phosphate binding;phosphatidylinositol-5-phosphate binding;structural constituent of cytoskeleton,GO:0051301;GO:0010458;GO:0000281;GO:0000921;GO:0070583;GO:0043934,cell division;exit from mitosis;mitotic cytokinesis;septin ring assembly;spore membrane bending pathway;sporulation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.3.4.2 (CTP synthase (glutamine hydrolyzing)),,,,,,
B9J08_004835,B9J08_004835-t37_1,ribosomal protein L32,GO:0015934;GO:0005762,large ribosomal subunit;mitochondrial large ribosomal subunit,GO:0003735,structural constituent of ribosome,GO:0006412,translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_004837,B9J08_004837-t37_1,pyridoxamine 5'-phosphate oxidase,GO:0005758,mitochondrial intermembrane space,GO:0010181;GO:0016638;GO:0004733,"FMN binding;oxidoreductase activity, acting on the CH-NH2 group of donors;pyridoxamine-phosphate oxidase activity",GO:0055114;GO:0008615,obsolete oxidation-reduction process;pyridoxine biosynthetic process,N/A,N/A,N/A,N/A,N/A,N/A,1.4.3.5 (Pyridoxal 5'-phosphate synthase),1.4.3.5 (Pyridoxal 5'-phosphate synthase),,,,,,
B9J08_004838,B9J08_004838-t37_1,"NAD(P)H:quinone oxidoreductase, type IV",N/A,N/A,GO:0010181;GO:0003955;GO:0016491,FMN binding;NAD(P)H dehydrogenase (quinone) activity;oxidoreductase activity,GO:0045892,"negative regulation of transcription, DNA-templated",N/A,N/A,N/A,N/A,N/A,N/A,1.6.5.2 (NAD(P)H dehydrogenase (quinone)),1.6.5.2 (NAD(P)H dehydrogenase (quinone)),,,,,,
B9J08_004839,B9J08_004839-t37_1,protoplast secreted protein 2,GO:0005576;GO:0005622;GO:0031934;GO:0045121,extracellular region;intracellular anatomical structure;mating-type region heterochromatin;membrane raft,GO:0010181;GO:0003955;GO:0016491,FMN binding;NAD(P)H dehydrogenase (quinone) activity;oxidoreductase activity,GO:0045892,"negative regulation of transcription, DNA-templated",N/A,N/A,N/A,N/A,N/A,N/A,1.6.5.2 (NAD(P)H dehydrogenase (quinone)),1.6.5.2 (NAD(P)H dehydrogenase (quinone)),,,,,,
B9J08_004840,B9J08_004840-t37_1,"NAD(P)H:quinone oxidoreductase, type IV",GO:0005737;GO:0045121,cytoplasm;membrane raft,GO:0010181;GO:0003955;GO:0016491,FMN binding;NAD(P)H dehydrogenase (quinone) activity;oxidoreductase activity,GO:0045892,"negative regulation of transcription, DNA-templated",N/A,N/A,N/A,N/A,N/A,N/A,1.6.5.2 (NAD(P)H dehydrogenase (quinone)),1.6.5.2 (NAD(P)H dehydrogenase (quinone)),,,,,,
B9J08_004856,B9J08_004856-t37_1,UV excision repair protein Rad23,GO:0005829;GO:0042025;GO:0005654;GO:0000111;GO:0005634,cytosol;host cell nucleus;nucleoplasm;nucleotide-excision repair factor 2 complex;nucleus,GO:0003684;GO:0000224;GO:0031593;GO:0070628;GO:0005515;GO:0030674;GO:0043130,damaged DNA binding;peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity;polyubiquitin modification-dependent protein binding;proteasome binding;protein binding;protein-macromolecule adaptor activity;ubiquitin binding,GO:0042177;GO:0000122;GO:0006289;GO:0043161;GO:0006517;GO:0030433,negative regulation of protein catabolic process;negative regulation of transcription by RNA polymerase II;nucleotide-excision repair;proteasome-mediated ubiquitin-dependent protein catabolic process;protein deglycosylation;ubiquitin-dependent ERAD pathway,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_004857,B9J08_004857-t37_1,"2,3-diketo-5-methylthio-1-phosphopentane phosphatase",GO:0005737;GO:0005634,cytoplasm;nucleus,GO:0043715;GO:0043716;GO:0043874;GO:0000287,"2,3-diketo-5-methylthiopentyl-1-phosphate enolase activity;2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase activity;acireductone synthase activity;magnesium ion binding",GO:0019284;GO:0019509,L-methionine salvage from S-adenosylmethionine;L-methionine salvage from methylthioadenosine,N/A,N/A,N/A,N/A,N/A,N/A,3.1.3.77 (Acireductone synthase),3.1.3.77 (Acireductone synthase),,,,,,
B9J08_004866,B9J08_004866-t37_1,pantothenate kinase,GO:0005737;GO:0005634,cytoplasm;nucleus,GO:0005524;GO:0004594,ATP binding;pantothenate kinase activity,GO:0015937;GO:0008204,coenzyme A biosynthetic process;ergosterol metabolic process,N/A,N/A,N/A,N/A,N/A,N/A,2.7.1.33 (Pantothenate kinase),2.7.1.33 (Pantothenate kinase),,,,,,
B9J08_004884,B9J08_004884-t37_1,guanine deaminase,N/A,N/A,GO:0016787;GO:0016810,"hydrolase activity;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.5.2.7 (Imidazolonepropionase);3.5.4.- (In cyclic amidines.);3.5.4.3 (Guanine deaminase);3.5.4.32 (8-oxoguanine deaminase);3.5.4.4 (Adenosine deaminase);3.5.4.40 (Aminodeoxyfutalosine deaminase);3.8.1.- (In C-halide compounds.),,,,,,
B9J08_004901,B9J08_004901-t37_1,tRNA-Gln,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_004914,B9J08_004914-t37_1,"aconitate hydratase, mitochondrial",GO:0005829;GO:0005622;GO:0005759;GO:0042645;GO:0005739,cytosol;intracellular anatomical structure;mitochondrial matrix;mitochondrial nucleoid;mitochondrion,GO:0051539;GO:0003994;GO:0003690;GO:0046872;GO:0003697,"4 iron, 4 sulfur cluster binding;aconitate hydratase activity;double-stranded DNA binding;metal ion binding;single-stranded DNA binding",GO:0000002;GO:0006099,mitochondrial genome maintenance;tricarboxylic acid cycle,N/A,N/A,N/A,N/A,N/A,N/A,4.2.1.- (Hydro-lyases.);4.2.1.3 (Aconitate hydratase);4.2.1.33 (3-isopropylmalate dehydratase),4.2.1.114 (Methanogen homoaconitase);4.2.1.3 (Aconitate hydratase);4.2.1.33 (3-isopropylmalate dehydratase),,,,,,
B9J08_004915,B9J08_004915-t37_1,tRNA-Lys,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_004916,B9J08_004916-t37_1,spermidine synthase,GO:0005576,extracellular region,GO:0003824;GO:0004766;GO:0016740,catalytic activity;spermidine synthase activity;transferase activity,GO:0015940;GO:0006596;GO:0006595;GO:0008295,pantothenate biosynthetic process;polyamine biosynthetic process;polyamine metabolic process;spermidine biosynthetic process,N/A,N/A,N/A,N/A,N/A,N/A,2.5.1.16 (Spermidine synthase),2.1.1.53 (Putrescine N-methyltransferase);2.5.1.104 (N(1)-aminopropylagmatine synthase);2.5.1.126 (Norspermine synthase);2.5.1.127 (Caldopentamine synthase);2.5.1.16 (Spermidine synthase);2.5.1.22 (Spermine synthase);2.5.1.79 (Thermospermine synthase),,,,,,
B9J08_004917,B9J08_004917-t37_1,DNA repair protein,GO:0042025;GO:0000110;GO:0005634,host cell nucleus;nucleotide-excision repair factor 1 complex;nucleus,GO:0003684;GO:0046872;GO:0008270,damaged DNA binding;metal ion binding;zinc ion binding,GO:0070914;GO:0006289;GO:1901255;GO:0000715,"UV-damage excision repair;nucleotide-excision repair;nucleotide-excision repair involved in interstrand cross-link repair;nucleotide-excision repair, DNA damage recognition",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_004918,B9J08_004918-t37_1,hsp82-like protein,GO:0140453,protein aggregate center,GO:0005524;GO:0016887;GO:0051082,ATP binding;ATP hydrolysis activity;unfolded protein binding,GO:0010619;GO:0000492;GO:0034605;GO:0061077;GO:0031048;GO:0043248;GO:0006457;GO:0000723,adenylate cyclase-activating glucose-activated G protein-coupled receptor signaling pathway;box C/D snoRNP assembly;cellular response to heat;chaperone-mediated protein folding;heterochromatin assembly by small RNA;proteasome assembly;protein folding;telomere maintenance,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.1.2.3 (Phosphoribosylaminoimidazolecarboxamide formyltransferase);3.5.4.10 (IMP cyclohydrolase);5.99.1.3 (Transferred entry: 5.6.2.2),,,,,,
B9J08_004928,B9J08_004928-t37_1,6-phosphofructokinase,GO:0005945;GO:0005737;GO:0005739,6-phosphofructokinase complex;cytoplasm;mitochondrion,GO:0003872;GO:0005524;GO:0070095;GO:0003729;GO:0046872,6-phosphofructokinase activity;ATP binding;fructose-6-phosphate binding;mRNA binding;metal ion binding,GO:0030388;GO:0006002;GO:0006096;GO:0051453;GO:0007035;GO:0070072,"fructose 1,6-bisphosphate metabolic process;fructose 6-phosphate metabolic process;glycolytic process;regulation of intracellular pH;vacuolar acidification;vacuolar proton-transporting V-type ATPase complex assembly",N/A,N/A,N/A,N/A,N/A,N/A,2.7.1.11 (6-phosphofructokinase),2.7.1.11 (6-phosphofructokinase),,,,,,
B9J08_004932,B9J08_004932-t37_1,RuvB-like helicase 2,GO:0070209;GO:0031011;GO:0035267;GO:0097255;GO:0000812;GO:0005634,ASTRA complex;Ino80 complex;NuA4 histone acetyltransferase complex;R2TP complex;Swr1 complex;nucleus,GO:0043138;GO:0043139;GO:0005524;GO:0003678;GO:0000166,3'-5' DNA helicase activity;5'-3' DNA helicase activity;ATP binding;DNA helicase activity;nucleotide binding,GO:0043044;GO:0006281;GO:0000492;GO:0006325;GO:0006338;GO:0043486;GO:0006364;GO:0060303;GO:0006357,ATP-dependent chromatin remodeling;DNA repair;box C/D snoRNP assembly;chromatin organization;chromatin remodeling;histone exchange;rRNA processing;regulation of nucleosome density;regulation of transcription by RNA polymerase II,N/A,N/A,N/A,N/A,N/A,N/A,3.6.4.12 (DNA helicase),3.6.1.- (In phosphorus-containing anhydrides.);3.6.4.12 (DNA helicase),,,,,,
B9J08_004933,B9J08_004933-t37_1,V-type proton ATPase proteolipid subunit 2,GO:0000324;GO:0016021;GO:0033179;GO:0033177;GO:0005774,"fungal-type vacuole;integral component of membrane;proton-transporting V-type ATPase, V0 domain;proton-transporting two-sector ATPase complex, proton-transporting domain;vacuolar membrane",GO:0015078,proton transmembrane transporter activity,GO:1902600,proton transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.6.3.14 (Transferred entry: 7.1.2.2),,,,,,
B9J08_004955,B9J08_004955-t37_1,septum-promoting GTP-binding protein 1,GO:0016020;GO:0044732;GO:0005816,membrane;mitotic spindle pole body;spindle pole body,GO:0005525;GO:0003924;GO:0044877,GTP binding;GTPase activity;protein-containing complex binding,GO:0034613;GO:0040001;GO:0006886;GO:0031578;GO:1904750;GO:0006913;GO:0031536;GO:0140281;GO:0023056;GO:0015031;GO:1902542;GO:0031028,cellular protein localization;establishment of mitotic spindle localization;intracellular protein transport;mitotic spindle orientation checkpoint signaling;negative regulation of protein localization to nucleolus;nucleocytoplasmic transport;positive regulation of exit from mitosis;positive regulati,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.1.4.12 (Sphingomyelin phosphodiesterase),,,,,,
B9J08_004956,B9J08_004956-t37_1,40S ribosomal protein S1-A,GO:0022627;GO:0005576;GO:0005840,cytosolic small ribosomal subunit;extracellular region;ribosome,GO:0003735,structural constituent of ribosome,GO:0000462;GO:0006412,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);translation",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_004958,B9J08_004958-t37_1,60S ribosomal protein L6-B,GO:0022625;GO:0005840,cytosolic large ribosomal subunit;ribosome,GO:0003723;GO:0003735,RNA binding;structural constituent of ribosome,GO:0002181;GO:0000027;GO:0006412,cytoplasmic translation;ribosomal large subunit assembly;translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_004965,B9J08_004965-t37_1,ribonucleoside-diphosphate reductase small chain,GO:0005737;GO:0005634;GO:0005971,cytoplasm;nucleus;ribonucleoside-diphosphate reductase complex,GO:0051063;GO:0046872;GO:0016491;GO:0004748,"CDP reductase activity;metal ion binding;oxidoreductase activity;ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor",GO:0046704;GO:0006240;GO:0009263;GO:0055114,CDP metabolic process;dCDP biosynthetic process;deoxyribonucleotide biosynthetic process;obsolete oxidation-reduction process,N/A,N/A,N/A,N/A,N/A,N/A,1.17.4.1 (Ribonucleoside-diphosphate reductase),1.17.4.1 (Ribonucleoside-diphosphate reductase),,,,,,
B9J08_004981,B9J08_004981-t37_1,tRNA-Glu,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_004990,B9J08_004990-t37_1,40S ribosomal protein S2,GO:0022627;GO:0005840;GO:0015935;GO:0032040,cytosolic small ribosomal subunit;ribosome;small ribosomal subunit;small-subunit processome,GO:0003723;GO:0070181;GO:0003735,RNA binding;small ribosomal subunit rRNA binding;structural constituent of ribosome,GO:0045903;GO:0006407;GO:0006412,positive regulation of translational fidelity;rRNA export from nucleus;translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_004992,B9J08_004992-t37_1,T-complex protein 1 subunit beta,GO:0005832;GO:0005829,chaperonin-containing T-complex;cytosol,GO:0005524;GO:0016887;GO:0051082,ATP binding;ATP hydrolysis activity;unfolded protein binding,GO:0044267;GO:0006457,cellular protein metabolic process;protein folding,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.1.1.3 (Triacylglycerol lipase),,,,,,
B9J08_004993,B9J08_004993-t37_1,"aspartate-tRNA ligase, cytoplasmic",GO:0005737;GO:0005634,cytoplasm;nucleus,GO:0005524;GO:0003723;GO:0004812;GO:0004815;GO:0000166,ATP binding;RNA binding;aminoacyl-tRNA ligase activity;aspartate-tRNA ligase activity;nucleotide binding,GO:0006422;GO:0006418,aspartyl-tRNA aminoacylation;tRNA aminoacylation for protein translation,N/A,N/A,N/A,N/A,N/A,N/A,6.1.1.12 (Aspartate--tRNA ligase),6.1.1.12 (Aspartate--tRNA ligase),,,,,,
B9J08_004994,B9J08_004994-t37_1,tRNA-Glu,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
