Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Transcript Product Description	Computed GO Component IDs	Computed GO Components	Computed GO Function IDs	Computed GO Functions	Computed GO Process IDs	Computed GO Processes	Curated GO Component IDs	Curated GO Components	Curated GO Function IDs	Curated GO Functions	Curated GO Process IDs	Curated GO Processes	EC numbers	EC numbers from OrthoMCL
B9J08_004393	B9J08_004393-t37_1	Candida auris strain B8441	PEKT02000008:721,348..723,075(+)	CTP synthase	CTP synthase	GO:0097268	cytoophidium	GO:0005524;GO:0003883	ATP binding;CTP synthase activity	GO:0044210;GO:0006241;GO:0006541;GO:0008654;GO:0019856;GO:0006221	'de novo' CTP biosynthetic process;CTP biosynthetic process;glutamine metabolic process;phospholipid biosynthetic process;pyrimidine nucleobase biosynthetic process;pyrimidine nucleotide biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	6.3.4.2 (CTP synthase (glutamine hydrolyzing))	4.2.1.11 (Phosphopyruvate hydratase);6.3.4.2 (CTP synthase (glutamine hydrolyzing))
B9J08_004394	B9J08_004394-t37_1	Candida auris strain B8441	PEKT02000008:723,940..724,860(-)	hypothetical protein	hypothetical protein	GO:0072546	EMC complex	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004395	B9J08_004395-t37_1	Candida auris strain B8441	PEKT02000008:726,895..727,845(+)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004396	B9J08_004396-t37_1	Candida auris strain B8441	PEKT02000008:727,879..728,646(-)	hypothetical protein	hypothetical protein	GO:0005763	mitochondrial small ribosomal subunit	GO:0046872;GO:0003735;GO:0004784	metal ion binding;structural constituent of ribosome;superoxide dismutase activity	GO:0055114;GO:0006801	obsolete oxidation-reduction process;superoxide metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.15.1.1 (Superoxide dismutase)
B9J08_004397	B9J08_004397-t37_1	Candida auris strain B8441	PEKT02000008:729,055..730,323(-)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	GO:0031929;GO:0032516;GO:0043666;GO:0007165	TOR signaling;positive regulation of phosphoprotein phosphatase activity;regulation of phosphoprotein phosphatase activity;signal transduction	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004398	B9J08_004398-t37_1	Candida auris strain B8441	PEKT02000008:730,746..734,615(-)	hypothetical protein	hypothetical protein	GO:0005737	cytoplasm	GO:0047389;GO:0008889;GO:0008081;GO:0005515	glycerophosphocholine phosphodiesterase activity;glycerophosphodiester phosphodiesterase activity;phosphoric diester hydrolase activity;protein binding	GO:0006071;GO:0046475;GO:0006629	glycerol metabolic process;glycerophospholipid catabolic process;lipid metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.1.4.2 (Glycerophosphocholine phosphodiesterase);3.1.4.46 (Glycerophosphodiester phosphodiesterase)
B9J08_004399	B9J08_004399-t37_1	Candida auris strain B8441	PEKT02000008:736,819..737,583(+)	hypothetical protein	hypothetical protein	GO:0030134;GO:0005789;GO:0030173;GO:0016021;GO:0016020	COPII-coated ER to Golgi transport vesicle;endoplasmic reticulum membrane;integral component of Golgi membrane;integral component of membrane;membrane	N/A	N/A	GO:0006888;GO:0048280;GO:0016192	endoplasmic reticulum to Golgi vesicle-mediated transport;vesicle fusion with Golgi apparatus;vesicle-mediated transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004400	B9J08_004400-t37_1	Candida auris strain B8441	PEKT02000008:737,836..739,416(+)	methionine-tRNA ligase	methionine-tRNA ligase	GO:0005739	mitochondrion	GO:0005524;GO:0004812;GO:0004825;GO:0000166	ATP binding;aminoacyl-tRNA ligase activity;methionine-tRNA ligase activity;nucleotide binding	GO:0006431;GO:0006418	methionyl-tRNA aminoacylation;tRNA aminoacylation for protein translation	N/A	N/A	N/A	N/A	N/A	N/A	6.1.1.10 (Methionine--tRNA ligase)	6.1.1.10 (Methionine--tRNA ligase);6.1.1.16 (Cysteine--tRNA ligase)
B9J08_004401	B9J08_004401-t37_1	Candida auris strain B8441	PEKT02000008:740,340..744,278(+)	hypothetical protein	hypothetical protein	GO:0005829;GO:0042406;GO:0005634	cytosol;extrinsic component of endoplasmic reticulum membrane;nucleus	GO:0005524;GO:0016887;GO:0003682;GO:0042393;GO:0000166;GO:0005515	ATP binding;ATP hydrolysis activity;chromatin binding;histone binding;nucleotide binding;protein binding	GO:0000122;GO:0016584;GO:0031936;GO:2000219;GO:0045944	negative regulation of transcription by RNA polymerase II;nucleosome positioning;obsolete negative regulation of chromatin silencing;positive regulation of invasive growth in response to glucose limitation;positive regulation of transcription by RNA polymerase II	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.6.1.- (In phosphorus-containing anhydrides.);3.6.1.3 (Deleted entry);3.6.4.3 (Transferred entry: 5.6.1.1);6.1.1.10 (Methionine--tRNA ligase)
B9J08_004402	B9J08_004402-t37_1	Candida auris strain B8441	PEKT02000008:744,371..744,709(-)	transcription elongation factor SPT4	transcription elongation factor SPT4	GO:0032044;GO:0000775;GO:0000776;GO:0031934;GO:0005634;GO:0033553	DSIF complex;chromosome, centromeric region;kinetochore;mating-type region heterochromatin;nucleus;rDNA heterochromatin	GO:0000993;GO:0044877;GO:0000182;GO:0003727;GO:0003746;GO:0008270	RNA polymerase II complex binding;protein-containing complex binding;rDNA binding;single-stranded RNA binding;translation elongation factor activity;zinc ion binding	GO:0006370;GO:0006325;GO:0006342;GO:0007059;GO:0008298;GO:0000398;GO:0010507;GO:2001208;GO:0032786;GO:2001209;GO:0032968;GO:2000232;GO:0006355;GO:0090262	7-methylguanosine mRNA capping;chromatin organization;chromatin silencing;chromosome segregation;intracellular mRNA localization;mRNA splicing, via spliceosome;negative regulation of autophagy;negative regulation of transcription elongation by RNA polymerase I;positive regulation of DNA-templated tr	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004403	B9J08_004403-t37_1	Candida auris strain B8441	PEKT02000008:745,262..746,020(+)	hypothetical protein	hypothetical protein	GO:0016021;GO:0031305	integral component of membrane;integral component of mitochondrial inner membrane	GO:0032977	membrane insertase activity	GO:0033617;GO:0032979;GO:0051204	mitochondrial cytochrome c oxidase assembly;protein insertion into mitochondrial inner membrane from matrix;protein insertion into mitochondrial membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004404	B9J08_004404-t37_1	Candida auris strain B8441	PEKT02000008:746,159..746,985(+)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004405	B9J08_004405-t37_1	Candida auris strain B8441	PEKT02000008:747,016..749,493(-)	hypothetical protein	hypothetical protein	GO:0034657	GID complex	GO:0005515	protein binding	GO:0045721;GO:0043161;GO:0006808	negative regulation of gluconeogenesis;proteasome-mediated ubiquitin-dependent protein catabolic process;regulation of nitrogen utilization	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004406	B9J08_004406-t37_1	Candida auris strain B8441	PEKT02000008:750,201..750,977(+)	Kae1-associated kinase Bud32	Kae1-associated kinase Bud32	GO:0000408;GO:0000781;GO:0005829;GO:0005634	EKC/KEOPS complex;chromosome, telomeric region;cytosol;nucleus	GO:0005524;GO:0004672;GO:0004674	ATP binding;protein kinase activity;protein serine/threonine kinase activity	GO:0043936;GO:0030448;GO:0018105;GO:0045944;GO:0006468;GO:0008033;GO:0070525;GO:0000723;GO:0000722	asexual sporulation resulting in formation of a cellular spore;hyphal growth;peptidyl-serine phosphorylation;positive regulation of transcription by RNA polymerase II;protein phosphorylation;tRNA processing;tRNA threonylcarbamoyladenosine metabolic process;telomere maintenance;telomere maintenance v	N/A	N/A	N/A	N/A	N/A	N/A	2.7.11.1 (Non-specific serine/threonine protein kinase)	N/A
B9J08_004407	B9J08_004407-t37_1	Candida auris strain B8441	PEKT02000008:751,024..752,076(-)	hypothetical protein	hypothetical protein	GO:0032865;GO:0030176;GO:0005741	ERMES complex;integral component of endoplasmic reticulum membrane;mitochondrial outer membrane	GO:0008289;GO:0120013	lipid binding;lipid transfer activity	GO:0015917;GO:0006869;GO:0000002;GO:0070096;GO:0007005;GO:1990456;GO:0015914;GO:0045040	aminophospholipid transport;lipid transport;mitochondrial genome maintenance;mitochondrial outer membrane translocase complex assembly;mitochondrion organization;mitochondrion-endoplasmic reticulum membrane tethering;phospholipid transport;protein insertion into mitochondrial outer membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004408	B9J08_004408-t37_1	Candida auris strain B8441	PEKT02000008:752,362..753,639(-)	hypothetical protein	hypothetical protein	GO:0042564;GO:0005635;GO:0005634	NLS-dependent protein nuclear import complex;nuclear envelope;nucleus	GO:0003824;GO:0004105	catalytic activity;choline-phosphate cytidylyltransferase activity	GO:0006657;GO:0009058;GO:0006656;GO:0008654	CDP-choline pathway;biosynthetic process;phosphatidylcholine biosynthetic process;phospholipid biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.7.15 (Choline-phosphate cytidylyltransferase);2.7.7.39 (Glycerol-3-phosphate cytidylyltransferase)
B9J08_004409	B9J08_004409-t37_1	Candida auris strain B8441	PEKT02000008:754,743..755,156(+)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0016791;GO:0004721;GO:0004792	phosphatase activity;phosphoprotein phosphatase activity;thiosulfate sulfurtransferase activity	GO:0016311	dephosphorylation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.20.4.1 (Arsenate reductase (glutathione/glutaredoxin));2.8.1.1 (Thiosulfate sulfurtransferase);3.1.3.48 (Protein-tyrosine-phosphatase)
B9J08_004410	B9J08_004410-t37_1	Candida auris strain B8441	PEKT02000008:756,670..757,932(+)	hypothetical protein	hypothetical protein	GO:0005618;GO:0009277;GO:0000131;GO:0016020	cell wall;fungal-type cell wall;incipient cellular bud site;membrane	GO:0016757;GO:0016798;GO:0004553	glycosyltransferase activity;hydrolase activity, acting on glycosyl bonds;hydrolase activity, hydrolyzing O-glycosyl compounds	GO:0005975;GO:0006037;GO:0071555;GO:0031505	carbohydrate metabolic process;cell wall chitin metabolic process;cell wall organization;fungal-type cell wall organization	N/A	N/A	N/A	N/A	N/A	N/A	3.2.-.- (Glycosylases.)	3.2.-.- (Glycosylases.);3.2.1.73 (Licheninase)
B9J08_004411	B9J08_004411-t37_1	Candida auris strain B8441	PEKT02000008:757,953..760,082(-)	hypothetical protein	hypothetical protein	GO:0030118;GO:0030136	clathrin coat;clathrin-coated vesicle	GO:0005545;GO:0030276;GO:0005543	1-phosphatidylinositol binding;clathrin binding;phospholipid binding	GO:0048268;GO:0006897	clathrin coat assembly;endocytosis	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004412	B9J08_004412-t37_1	Candida auris strain B8441	PEKT02000008:761,029..761,490(-)	mitochondrial import inner membrane translocase subunit TIM14	mitochondrial import inner membrane translocase subunit TIM14	GO:0001405;GO:0005744	PAM complex, Tim23 associated import motor;TIM23 mitochondrial import inner membrane translocase complex	GO:0001671	ATPase activator activity	GO:0030150	protein import into mitochondrial matrix	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004413	B9J08_004413-t37_1	Candida auris strain B8441	PEKT02000008:762,020..762,619(+)	ribosome biogenesis protein RLP24	ribosome biogenesis protein RLP24	GO:0005730;GO:0030687	nucleolus;preribosome, large subunit precursor	GO:0001671	ATPase activator activity	GO:1902626;GO:0042273;GO:0042254	assembly of large subunit precursor of preribosome;ribosomal large subunit biogenesis;ribosome biogenesis	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004414	B9J08_004414-t37_1	Candida auris strain B8441	PEKT02000008:764,154..764,585(+)	hypothetical protein	hypothetical protein	GO:0005655;GO:0005634;GO:0000172;GO:0005697	nucleolar ribonuclease P complex;nucleus;ribonuclease MRP complex;telomerase holoenzyme complex	GO:0003723;GO:0003676;GO:0000171;GO:0004526	RNA binding;nucleic acid binding;ribonuclease MRP activity;ribonuclease P activity	GO:0034965;GO:0000294;GO:0006364;GO:0008033	intronic box C/D RNA processing;nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay;rRNA processing;tRNA processing	N/A	N/A	N/A	N/A	N/A	N/A	3.1.26.5 (Ribonuclease P)	3.1.26.5 (Ribonuclease P)
B9J08_004415	B9J08_004415-t37_1	Candida auris strain B8441	PEKT02000008:764,638..765,141(-)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004416	B9J08_004416-t37_1	Candida auris strain B8441	PEKT02000008:765,856..766,557(+)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004417	B9J08_004417-t37_1	Candida auris strain B8441	PEKT02000008:766,671..767,621(+)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0016787;GO:0016791	hydrolase activity;phosphatase activity	GO:0008152	metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	3.1.3.41 (4-nitrophenylphosphatase)	3.1.3.- (Phosphoric monoester hydrolases.);3.1.3.18 (Phosphoglycolate phosphatase);3.1.3.21 (Glycerol-1-phosphatase);3.1.3.23 (Sugar-phosphatase);3.1.3.3 (Phosphoserine phosphatase);3.1.3.41 (4-nitrophenylphosphatase);3.1.3.5 (5'-nucleotidase)
B9J08_004418	B9J08_004418-t37_1	Candida auris strain B8441	PEKT02000008:767,627..768,079(-)	hypothetical protein	hypothetical protein	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004419	B9J08_004419-t37_1	Candida auris strain B8441	PEKT02000008:768,892..771,756(+)	hypothetical protein	hypothetical protein	GO:0005622;GO:0000502	intracellular anatomical structure;proteasome complex	GO:0004842;GO:0034450	ubiquitin-protein transferase activity;ubiquitin-ubiquitin ligase activity	GO:0010994;GO:0000209;GO:0030433;GO:0006511	free ubiquitin chain polymerization;protein polyubiquitination;ubiquitin-dependent ERAD pathway;ubiquitin-dependent protein catabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.3.2.26 (HECT-type E3 ubiquitin transferase);6.3.2.- (Acid--amino-acid ligases (peptide synthases).)
B9J08_004420	B9J08_004420-t37_1	Candida auris strain B8441	PEKT02000008:771,899..774,079(+)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0005524	ATP binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004421	B9J08_004421-t37_1	Candida auris strain B8441	PEKT02000008:776,010..777,407(+)	hypothetical protein	hypothetical protein	GO:0042025;GO:0005634	host cell nucleus;nucleus	GO:0000981;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific;zinc ion binding	GO:0006355	regulation of transcription, DNA-templated	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004422	B9J08_004422-t37_1	Candida auris strain B8441	PEKT02000008:777,737..779,080(+)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004423	B9J08_004423-t37_1	Candida auris strain B8441	PEKT02000008:779,176..779,778(-)	translation machinery-associated protein 22	translation machinery-associated protein 22	GO:0005737;GO:0005840	cytoplasm;ribosome	GO:0003743	translation initiation factor activity	GO:0006413	translational initiation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004424	B9J08_004424-t37_1	Candida auris strain B8441	PEKT02000008:780,575..783,376(-)	hypothetical protein	hypothetical protein	GO:0030479;GO:0005829;GO:0005768;GO:0005886	actin cortical patch;cytosol;endosome;plasma membrane	GO:0005515	protein binding	GO:0072659;GO:0006623;GO:0006898;GO:0019236	protein localization to plasma membrane;protein targeting to vacuole;receptor-mediated endocytosis;response to pheromone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004425	B9J08_004425-t37_1	Candida auris strain B8441	PEKT02000008:783,713..785,689(-)	hypothetical protein	hypothetical protein	GO:0032389;GO:0032390;GO:0097587;GO:0032300;GO:0005634	MutLalpha complex;MutLbeta complex;MutLgamma complex;mismatch repair complex;nucleus	GO:0005524;GO:0016887;GO:0032135;GO:0000405;GO:0032139;GO:0003690;GO:0000404;GO:0030983;GO:0003697	ATP binding;ATP hydrolysis activity;DNA insertion or deletion binding;bubble DNA binding;dinucleotide insertion or deletion binding;double-stranded DNA binding;heteroduplex DNA loop binding;mismatched DNA binding;single-stranded DNA binding	GO:0000713;GO:0000710;GO:0006298;GO:0007131	meiotic heteroduplex formation;meiotic mismatch repair;mismatch repair;reciprocal meiotic recombination	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.3.2.13 (Protein-glutamine gamma-glutamyltransferase);2.7.13.3 (Histidine kinase)
B9J08_004426	B9J08_004426-t37_1	Candida auris strain B8441	PEKT02000008:785,843..786,865(+)	hypothetical protein	hypothetical protein	GO:0061638;GO:0030915;GO:0005634	CENP-A containing chromatin;Smc5-Smc6 complex;nucleus	GO:0019789	SUMO transferase activity	GO:0006310;GO:0006281	DNA recombination;DNA repair	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004427	B9J08_004427-t37_1	Candida auris strain B8441	PEKT02000008:788,688..789,782(+)	hypothetical protein	hypothetical protein	GO:0016021;GO:0005743	integral component of membrane;mitochondrial inner membrane	GO:0005347;GO:0015095	ATP transmembrane transporter activity;magnesium ion transmembrane transporter activity	GO:1990616;GO:0015693;GO:0055085	magnesium ion export from mitochondrion;magnesium ion transport;transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004428	B9J08_004428-t37_1	Candida auris strain B8441	PEKT02000008:790,088..791,313(+)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004429	B9J08_004429-t37_1	Candida auris strain B8441	PEKT02000008:791,333..792,517(-)	hypothetical protein	hypothetical protein	GO:0016021;GO:0016020	integral component of membrane;membrane	GO:0015191;GO:0022857	L-methionine transmembrane transporter activity;transmembrane transporter activity	GO:1903692;GO:0055085	methionine import across plasma membrane;transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004430	B9J08_004430-t37_1	Candida auris strain B8441	PEKT02000008:793,113..798,005(-)	hypothetical protein	hypothetical protein	GO:0016021	integral component of membrane	GO:0005524;GO:0016887;GO:0042626;GO:0017111;GO:0000166	ATP binding;ATP hydrolysis activity;ATPase-coupled transmembrane transporter activity;nucleoside-triphosphatase activity;nucleotide binding	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.3.1.74 (2-alkenal reductase (NAD(P)(+)));3.6.1.15 (Nucleoside-triphosphate phosphatase);3.6.1.3 (Deleted entry);3.6.3.27 (Transferred entry: 7.3.2.1);3.6.3.31 (Transferred entry: 7.6.2.11);3.6.3.36 (Transferred entry: 7.6.2.7);3.6.3.43 (Transferred entry: 7.4.2.5);3.6.3.44 (Transferred entry: 7.6.
B9J08_004431	B9J08_004431-t37_1	Candida auris strain B8441	PEKT02000008:799,475..800,239(-)	60S ribosomal protein L2-A	60S ribosomal protein L2-A	GO:0005840	ribosome	GO:0003735	structural constituent of ribosome	GO:0006412	translation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004432	B9J08_004432-t37_1	Candida auris strain B8441	PEKT02000008:800,564..801,424(-)	hypothetical protein	hypothetical protein	GO:0000932;GO:0005737;GO:0010494;GO:0005730	P-body;cytoplasm;cytoplasmic stress granule;nucleolus	GO:0003723;GO:0031370;GO:0003729;GO:0003676;GO:0000166;GO:0043047	RNA binding;eukaryotic initiation factor 4G binding;mRNA binding;nucleic acid binding;nucleotide binding;single-stranded telomeric DNA binding	GO:0017148;GO:0032055	negative regulation of translation;negative regulation of translation in response to stress	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004433	B9J08_004433-t37_1	Candida auris strain B8441	PEKT02000008:803,016..803,492(-)	hypothetical protein	hypothetical protein	GO:0005743;GO:0005758;GO:0005750;GO:0034399;GO:0070469	mitochondrial inner membrane;mitochondrial intermembrane space;mitochondrial respiratory chain complex III;nuclear periphery;respirasome	GO:0008121	ubiquinol-cytochrome-c reductase activity	GO:0009060;GO:0006122	aerobic respiration;mitochondrial electron transport, ubiquinol to cytochrome c	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.10.2.2 (Transferred entry: 7.1.1.8)
B9J08_004434	B9J08_004434-t37_1	Candida auris strain B8441	PEKT02000008:804,433..805,224(-)	60S ribosomal protein L8-B	60S ribosomal protein L8-B	GO:0022625;GO:1990904	cytosolic large ribosomal subunit;ribonucleoprotein complex	GO:0003723	RNA binding	GO:0042254	ribosome biogenesis	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004435	B9J08_004435-t37_1	Candida auris strain B8441	PEKT02000008:806,536..807,561(-)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	GO:0035556	intracellular signal transduction	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004436	B9J08_004436-t37_1	Candida auris strain B8441	PEKT02000008:808,314..810,365(-)	hypothetical protein	hypothetical protein	GO:0016021;GO:0016020	integral component of membrane;membrane	GO:0022857	transmembrane transporter activity	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004437	B9J08_004437-t37_1	Candida auris strain B8441	PEKT02000008:810,920..811,900(-)	hypothetical protein	hypothetical protein	GO:0016021	integral component of membrane	GO:0102336;GO:0102337;GO:0102338;GO:0102756	3-oxo-arachidoyl-CoA synthase activity;3-oxo-cerotoyl-CoA synthase activity;3-oxo-lignoceronyl-CoA synthase activity;very-long-chain 3-ketoacyl-CoA synthase activity	GO:0006633	fatty acid biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	2.3.1.199 (Very-long-chain 3-oxoacyl-CoA synthase)	2.3.1.199 (Very-long-chain 3-oxoacyl-CoA synthase)
B9J08_004438	B9J08_004438-t37_1	Candida auris strain B8441	PEKT02000008:813,025..815,781(-)	hypothetical protein	hypothetical protein	GO:0005737	cytoplasm	GO:0003723;GO:0003676	RNA binding;nucleic acid binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004439	B9J08_004439-t37_1	Candida auris strain B8441	PEKT02000008:817,298..818,419(-)	hypothetical protein	hypothetical protein	GO:0005829;GO:0005777	cytosol;peroxisome	GO:0005053;GO:0005515	peroxisome matrix targeting signal-2 binding;protein binding	GO:0006631;GO:0016560;GO:0006625	fatty acid metabolic process;protein import into peroxisome matrix, docking;protein targeting to peroxisome	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.3.1.48 (Histone acetyltransferase)
B9J08_004440	B9J08_004440-t37_1	Candida auris strain B8441	PEKT02000008:818,623..820,257(-)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0004103;GO:0004305;GO:0016773	choline kinase activity;ethanolamine kinase activity;phosphotransferase activity, alcohol group as acceptor	GO:0006656;GO:0006646	phosphatidylcholine biosynthetic process;phosphatidylethanolamine biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.- (Phosphotransferases with an alcohol group as acceptor.);2.7.1.32 (Choline kinase);2.7.1.82 (Ethanolamine kinase)
B9J08_004441	B9J08_004441-t37_1	Candida auris strain B8441	PEKT02000008:823,869..826,946(+)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0005078	MAP-kinase scaffold activity	GO:0043407;GO:0007232	negative regulation of MAP kinase activity;osmosensory signaling pathway via Sho1 osmosensor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004442	B9J08_004442-t37_1	Candida auris strain B8441	PEKT02000008:827,023..827,871(-)	hypothetical protein	hypothetical protein	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004443	B9J08_004443-t37_1	Candida auris strain B8441	PEKT02000008:828,263..829,438(-)	hypothetical protein	hypothetical protein	GO:0005737;GO:0005634	cytoplasm;nucleus	GO:0003676	nucleic acid binding	GO:0060963;GO:0045944;GO:0008361	positive regulation of ribosomal protein gene transcription by RNA polymerase II;positive regulation of transcription by RNA polymerase II;regulation of cell size	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004444	B9J08_004444-t37_1	Candida auris strain B8441	PEKT02000008:831,996..833,705(+)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004445	B9J08_004445-t37_1	Candida auris strain B8441	PEKT02000008:833,803..835,500(-)	hypothetical protein	hypothetical protein	GO:0005634	nucleus	GO:0003904;GO:0003729	deoxyribodipyrimidine photo-lyase activity;mRNA binding	GO:0071492;GO:0071483;GO:0070791;GO:0070797;GO:0000122;GO:0000719;GO:0018298	cellular response to UV-A;cellular response to blue light;cleistothecium development;negative regulation of cleistothecium development;negative regulation of transcription by RNA polymerase II;photoreactive repair;protein-chromophore linkage	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4.1.99.3 (Deoxyribodipyrimidine photo-lyase)
B9J08_004446	B9J08_004446-t37_1	Candida auris strain B8441	PEKT02000008:836,225..838,219(+)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0005524;GO:0016887;GO:0017111;GO:0000166	ATP binding;ATP hydrolysis activity;nucleoside-triphosphatase activity;nucleotide binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.6.3.24 (Transferred entry: 7.2.2.11);3.6.3.28 (Transferred entry: 7.3.2.2)
B9J08_004447	B9J08_004447-t37_1	Candida auris strain B8441	PEKT02000008:839,038..840,597(+)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0016757	glycosyltransferase activity	GO:0006486	protein glycosylation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.4.1.- (Hexosyltransferases.)
B9J08_004448	B9J08_004448-t37_1	Candida auris strain B8441	PEKT02000008:840,715..842,190(-)	hypothetical protein	hypothetical protein	GO:0016021;GO:0005887	integral component of membrane;integral component of plasma membrane	GO:0015225;GO:1901604;GO:0015295;GO:0022857	biotin transmembrane transporter activity;dethiobiotin transmembrane transporter activity;solute:proton symporter activity;transmembrane transporter activity	GO:1905135;GO:1905136;GO:0055085	biotin import across plasma membrane;dethiobiotin import across plasma membrane;transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004449	B9J08_004449-t37_1	Candida auris strain B8441	PEKT02000008:842,500..844,227(-)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_004450	B9J08_004450-t37_1	Candida auris strain B8441	PEKT02000008:845,341..846,378(-)	pyrimidine biosynthesis enzyme THI5	pyrimidine biosynthesis enzyme THI5	N/A	N/A	N/A	N/A	GO:0009228;GO:0009229	thiamine biosynthetic process;thiamine diphosphate biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
