Beta FungiDB ID,Beta FungiDB Name
B9J08_004866,Fumble | domain-containing protein
B9J08_004867,tRNA ligase kinase domain | domain-containing protein
B9J08_004868,tRNA ligase kinase domain | Fungal tRNA ligase phosphodiesterase domain | RNA ligase | domain-containing protein
B9J08_004869,Exo70 exocyst complex subunit C-terminal | domain-containing protein
B9J08_004870,Homeobox KN domain | domain-containing protein
B9J08_004871,unspecified product
B9J08_004872,LYC1 GNAT-like C-terminal domain | domain-containing protein
B9J08_004873,Prefoldin subunit | domain-containing protein
B9J08_004874,"mRNA guanylyltransferase, mRNA-capping enzyme subunit alpha"
B9J08_004875,BAH domain | PHD-finger | PHD-finger | domain-containing protein
B9J08_004876,Leucine-rich repeat | domain-containing protein
B9J08_004877,Phagosome assembly factor 1 | domain-containing protein
B9J08_004878,Ammonium Transporter Family | domain-containing protein
B9J08_004879,Muniscin C-terminal mu homology domain | domain-containing protein
B9J08_004880,Legume-like lectin family | domain-containing protein
B9J08_004881,mRNA cleavage and polyadenylation factor CLP1 P-loop | domain-containing protein
B9J08_004882,Amidase | domain-containing protein
B9J08_004883,Fungal Zn(2)-Cys(6) binuclear cluster domain | Fungal specific transcription factor domain | domain-containing protein
B9J08_004884,Amidohydrolase family | domain-containing protein
B9J08_004885,Cytochrome P450 | domain-containing protein
B9J08_004886,Ferric reductase like transmembrane component | Ferric reductase NAD binding domain | FAD-binding domain | domain-containing protein
B9J08_004887,Domain of unknown function (DUF7702) | domain-containing protein
B9J08_004888,Eukaryotic aspartyl protease | domain-containing protein
B9J08_004889,Sodium:solute symporter family | domain-containing protein
B9J08_004890,amidase
B9J08_004891,Mannosyltransferase putative | domain-containing protein
B9J08_004892,Hyphally regulated cell wall protein N-terminal | Hyphally regulated cell wall GPI-anchored protein 1 | domain-containing protein
B9J08_004893,Major Facilitator Superfamily | domain-containing protein
B9J08_004894,unspecified product
B9J08_004895,unspecified product
B9J08_004896,unspecified product
B9J08_004897,unspecified product
B9J08_004898,Major Facilitator Superfamily | domain-containing protein
B9J08_004899,Acetyltransferase (GNAT) domain | domain-containing protein
B9J08_004900,"CRAL/TRIO, N-terminal domain | CRAL/TRIO domain | domain-containing protein"
B9J08_004902,"Fes/CIP4, and EFC/F-BAR homology domain | Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP) | RhoGAP domain | domain-containing protein"
B9J08_004903,unspecified product
B9J08_004904,unspecified product
B9J08_004905,Enoyl-CoA hydratase/isomerase | domain-containing protein
B9J08_004906,"Nitrogen Permease regulator of amino acid transport activity 3 | GATOR1 complex protein NPRL3, C-terminal HTH | domain-containing protein"
B9J08_004907,"PRO8NT (NUC069), PrP8 N-terminal domain | U5-snRNA binding site 2 of PrP8 | PRP8 domain IV core | PROCT (NUC072) domain | RNA recognition motif of the spliceosomal PrP8 | U6-snRNA interacting domain of PrP8 | JAB1/Mov34/MPN/PAD-1 ubiquitin protease | PROCN (NUC071) domain | domain-containing protein"
B9J08_004908,"Zinc finger, C3HC4 type (RING finger) | domain-containing protein"
B9J08_004909,Aminotransferase class I and II | domain-containing protein
B9J08_004910,Tetratricopeptide repeat | TPR repeat | Anaphase promoting complex subunit 8 / Cdc23 | domain-containing protein
B9J08_004911,unspecified product
B9J08_004912,Mitochondrial pyruvate carriers | domain-containing protein
B9J08_004913,ABC transporter | ABC transporter transmembrane region | ABC transporter TMD0 domain | domain-containing protein
B9J08_004914,Aconitase family (aconitate hydratase) | Aconitase C-terminal domain | domain-containing protein
B9J08_004916,Spermidine synthase tetramerisation domain | Spermine/spermidine synthase domain | domain-containing protein
B9J08_004917,XPA protein C-terminus | domain-containing protein
B9J08_004918,"Hsp90 protein | Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase | domain-containing protein"
B9J08_004919,"Required for nuclear transport of RNA pol II C-terminus 1 | Transport and Golgi organization protein 6 homolog, ARM-like repeat | Required for nuclear transport of RNA pol II C-terminus 2 | domain-containing protein"
B9J08_004920,Ankyrin repeats (3 copies) | domain-containing protein
B9J08_004921,Domain found in IF2B/IF5 | domain-containing protein
B9J08_004922,unspecified product
B9J08_004923,Protein kinase domain | domain-containing protein
B9J08_004924,RNA polymerase II transcription mediator complex subunit 9 | domain-containing protein
B9J08_004925,Rhomboid domain | domain-containing protein
B9J08_004926,Inheritance of peroxisomes protein 1 | domain-containing protein
B9J08_004927,Eukaryotic porin | domain-containing protein
B9J08_004928,Phosphofructokinase | domain-containing protein
B9J08_004929,Tubulin binding cofactor C | domain-containing protein
B9J08_004930,"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain | Thiamine pyrophosphate enzyme, C-terminal TPP binding domain | Thiamine pyrophosphate enzyme, central domain | domain-containing protein"
B9J08_004931,AMP-binding enzyme | domain-containing protein
B9J08_004932,DNA helicase
B9J08_004933,ATP synthase subunit C | domain-containing protein
B9J08_004934,Kinetochore protein Mis14 like | domain-containing protein
B9J08_004935,Calponin homology (CH) domain | RasGAP C-terminus | GTPase-activator protein for Ras-like GTPase | domain-containing protein
B9J08_004936,"WD domain, G-beta repeat | Type of WD40 repeat | Domain of unknown function (DUF1899) | domain-containing protein"
B9J08_004937,unspecified product
B9J08_004938,Lecithin:cholesterol acyltransferase | domain-containing protein
B9J08_004939,"Autophagocytosis associated protein, active-site domain | domain-containing protein"
B9J08_004940,unspecified product
B9J08_004941,Aldo/keto reductase family | domain-containing protein
B9J08_004942,unspecified product
B9J08_004943,ERG2 and Sigma1 receptor like protein | domain-containing protein
B9J08_004944,MatE | domain-containing protein
B9J08_004945,unspecified product
B9J08_004946,"Cyclin, N-terminal domain | domain-containing protein"
B9J08_004947,"Chaperone for protein-folding within the ER, fungal | domain-containing protein"
B9J08_004948,"VHS domain | Ubiquitin interaction motif | FYVE zinc finger | Vacuolar protein sorting-associated protein 27, GAT-like domain | domain-containing protein"
B9J08_004949,"Pyridoxal-dependent decarboxylase, pyridoxal binding domain | Pyridoxal-dependent decarboxylase, C-terminal sheet domain | domain-containing protein"
B9J08_004950,protein-serine/threonine phosphatase
B9J08_004951,unspecified product
B9J08_004952,High-temperature-induced dauer-formation protein | domain-containing protein
B9J08_004953,Pre-rRNA-processing protein TSR2 | domain-containing protein
B9J08_004954,Origin recognition complex subunit 1 C-terminal winged HTH domain | AAA lid domain | ATPase family associated with various cellular activities (AAA) | domain-containing protein
B9J08_004955,Ras family | domain-containing protein
B9J08_004956,Ribosomal S3Ae family | domain-containing protein
B9J08_004957,"Tricalbin-1-like, C2 domain | C2 domain | domain-containing protein"
B9J08_004958,Ribosomal protein L6e | domain-containing protein
B9J08_004959,peptidylprolyl isomerase
B9J08_004960,Permease family | domain-containing protein
B9J08_004961,She9 / Mdm33 family | domain-containing protein
B9J08_004962,"Phosphatidylinositol-specific phospholipase C, X domain | domain-containing protein"
B9J08_004963,unspecified product
B9J08_004964,Fungal PH-like domain | domain-containing protein
B9J08_004965,"Ribonucleotide reductase, small chain | domain-containing protein"
B9J08_004966,"Possible Fer4-like domain in RNase L inhibitor, RLI | Ribosome biogenesis protein, C-terminal | domain-containing protein"
B9J08_004967,Hydantoinase/oxoprolinase N-terminal region | Hydantoinase/oxoprolinase | Hydantoinase/oxoprolinase C-terminal domain | Hydantoinase B/oxoprolinase | domain-containing protein
B9J08_004968,Vacuolar sorting protein 9 (VPS9) domain | domain-containing protein
B9J08_004969,Homodimerisation domain of SGTA | Tetratricopeptide repeat | domain-containing protein
B9J08_004970,Kinesin motor domain | domain-containing protein
B9J08_004971,unspecified product
B9J08_004972,Sel1 repeat | domain-containing protein
B9J08_004973,Ubiquitin-conjugating enzyme | domain-containing protein
B9J08_004974,unspecified product
B9J08_004975,Methyltransferase domain | domain-containing protein
B9J08_004976,Methyltransferase domain | domain-containing protein
B9J08_004977,non-specific serine/threonine protein kinase
B9J08_004978,AN1-like Zinc finger | ZFAND1-like ubiquitin-like domain | domain-containing protein
B9J08_004979,RNase P subunit p30 | domain-containing protein
B9J08_004980,RNA polymerase II transcription factor SIII (Elongin) subunit A | domain-containing protein
B9J08_004982,"CRAL/TRIO domain | CRAL/TRIO, N-terminal domain | domain-containing protein"
B9J08_004983,Exosome component EXOSC1/CSL4 | domain-containing protein
B9J08_004984,unspecified product
B9J08_004985,unspecified product
B9J08_004986,Globin | domain-containing protein
B9J08_004987,Domain of unknown function (DUF7082) | domain-containing protein
B9J08_004988,Basic region leucine zipper | domain-containing protein
B9J08_004989,"Mitochondrial outer membrane protein OM14, C-terminal | domain-containing protein"
B9J08_004990,"Ribosomal protein S5, N-terminal domain | Ribosomal protein S5, C-terminal domain | domain-containing protein"
B9J08_004991,"Nab2-type CCCH zinc finger 4 | RNA-binding, Nab2-type zinc finger | domain-containing protein"
B9J08_004992,TCP-1/cpn60 chaperonin family | domain-containing protein
B9J08_004993,"tRNA synthetases class II (D, K and N) | OB-fold nucleic acid binding domain | domain-containing protein"
B9J08_004998,glutathione synthase
B9J08_004999,60s Acidic ribosomal protein | domain-containing protein
B9J08_005000,Nucleotide exchange factor SIL1 | domain-containing protein
B9J08_005001,Uncharacterized conserved protein (DUF2340) | domain-containing protein
B9J08_005002,Calponin homology (CH) domain | domain-containing protein
B9J08_005003,Protein kinase domain | domain-containing protein
B9J08_005004,Sld7 C-terminal domain | Mitochondrial morphogenesis protein SLD7 N-terminal domain | domain-containing protein
B9J08_005005,"Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A | domain-containing protein"
B9J08_005006,unspecified product
B9J08_005007,Squalene-hopene cyclase C-terminal domain | Squalene-hopene cyclase N-terminal domain | domain-containing protein
B9J08_005008,Nrap protein nucleotidyltransferase domain 4 | Nrap protein PAP/OAS1-like domain 5 | Nrap protein PAP/OAS-like domain | Nrap protein domain 6 | Nrap protein domain 3 | Nrap protein domain 1 | domain-containing protein
B9J08_005009,Fungal domain of unknown function (DUF1746) | domain-containing protein
B9J08_005010,DNA-directed RNA polymerases I and III subunit RPAC1
B9J08_005011,emp24/gp25L/p24 family/GOLD | domain-containing protein
B9J08_005012,Eukaryotic mitochondrial regulator protein | domain-containing protein
B9J08_005013,Protein kinase domain | domain-containing protein
B9J08_005014,unspecified product
B9J08_005015,Brix domain | domain-containing protein
B9J08_005016,Non-repetitive/WGA-negative nucleoporin C-terminal | Nup133 N terminal like | domain-containing protein
B9J08_005017,unspecified product
B9J08_005018,thymidylate synthase
B9J08_005019,Thioesterase superfamily | domain-containing protein
B9J08_005020,"Ulp1 protease family, C-terminal catalytic domain | domain-containing protein"
B9J08_005021,unspecified product
B9J08_005022,FAD binding domain | domain-containing protein
B9J08_005023,Tim44-like domain | domain-containing protein
B9J08_005024,Putative GTPase activating protein for Arf | domain-containing protein
B9J08_005025,Sugar (and other) transporter | domain-containing protein
B9J08_005026,unspecified product
B9J08_005027,enoyl-[acyl-carrier-protein] reductase (NADPH)
B9J08_005028,Amidohydrolase family | domain-containing protein
B9J08_005029,Synaptic plasticity regulator PANTS-like | domain-containing protein
B9J08_005030,Ras family | domain-containing protein
B9J08_005031,Dip2/Utp12 Family | domain-containing protein
B9J08_005032,Alg9-like mannosyltransferase family | domain-containing protein
B9J08_005033,ATPase family associated with various cellular activities (AAA) | Proteasomal ATPase OB C-terminal domain | domain-containing protein
B9J08_005034,Hobbit/FMP27/BTLP2 family | domain-containing protein
B9J08_005035,GRAM domain | Rab-GTPase-TBC domain | domain-containing protein
B9J08_005036,unspecified product
B9J08_005037,unspecified product
B9J08_005038,RNA polymerase Rpb3/Rpb11 dimerisation domain | RNA polymerase Rpb3/RpoA insert domain | domain-containing protein
B9J08_005039,Histidine biosynthesis protein | domain-containing protein
B9J08_005040,unspecified product
B9J08_005041,unspecified product
B9J08_005042,Condensin complex subunit 2 | domain-containing protein
B9J08_005043,Zinc-binding dehydrogenase | Alcohol dehydrogenase GroES-like domain | domain-containing protein
B9J08_005044,"ATPase family associated with various cellular activities (AAA) | Yme1-like, N-terminal | Peptidase family M41 | AAA+ lid domain | domain-containing protein"
B9J08_005045,"RNA recognition motif | CID domain | Nrd1/Seb1, domain 2 | domain-containing protein"
B9J08_005046,Large ribosomal subunit protein mL46
B9J08_005047,Endoplasmic reticulum vesicle transporter | Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC) | domain-containing protein
B9J08_005048,"WD domain, G-beta repeat | Eukaryotic translation initiation factor eIF2A | domain-containing protein"
B9J08_005049,Adaptin N terminal region | domain-containing protein
B9J08_005050,Uncharacterized conserved protein | domain-containing protein
B9J08_005051,Jacalin-like lectin domain | Putative peptidase family | domain-containing protein
B9J08_005052,Tyrosyl-DNA phosphodiesterase | domain-containing protein
B9J08_005053,SMC proteins Flexible Hinge Domain | RecF/RecN/SMC N terminal domain | domain-containing protein
B9J08_005054,Cytochrome b5-like Heme/Steroid binding domain | Fatty acid desaturase | domain-containing protein
B9J08_005055,FMR1-interacting protein 1 (NUFIP1) | Zinc finger C-x8-C-x5-C-x3-H type (and similar) | domain-containing protein
B9J08_005056,Cysteine-rich TM module stress tolerance | domain-containing protein
B9J08_005057,serine-tRNA ligase
B9J08_005058,"WD domain, G-beta repeat | domain-containing protein"
B9J08_005059,Cdc14 phosphatase binding protein N-terminus | domain-containing protein
B9J08_005060,unspecified product
B9J08_005061,FAD dependent oxidoreductase | domain-containing protein
B9J08_005062,amidase
B9J08_005063,unspecified product
B9J08_005064,FAD-binding domain | Ferric reductase NAD binding domain | Ferric reductase like transmembrane component | domain-containing protein
B9J08_005065,HhH-GPD superfamily base excision DNA repair protein | domain-containing protein
B9J08_005066,unspecified product
B9J08_005067,hydroxyisourate hydrolase
B9J08_005068,Telomere regulation protein Stn1 | domain-containing protein
B9J08_005069,Hypothetical methyltransferase | domain-containing protein
B9J08_005070,"WD domain, G-beta repeat | domain-containing protein"
B9J08_005071,HECT-type E3 ubiquitin transferase
B9J08_005072,unspecified product
B9J08_005073,non-specific serine/threonine protein kinase
B9J08_005074,MSL3 chromodomain-like | MRG | domain-containing protein
B9J08_005075,Respiratory growth induced protein 1 | domain-containing protein
B9J08_005076,Tim17/Tim22/Tim23/Pmp24 family | domain-containing protein
B9J08_005077,Chitin synthase N-terminal | Chitin synthase | domain-containing protein
B9J08_005078,Adenosine deaminase | domain-containing protein
B9J08_005080,unspecified product
B9J08_005081,Autophagy protein Atg8 ubiquitin like | domain-containing protein
B9J08_005082,GatB/GatE catalytic domain | GatB domain | domain-containing protein
B9J08_005083,Pheromone A receptor | domain-containing protein
B9J08_005084,HEAT-like repeat | Importin-beta N-terminal domain | domain-containing protein
B9J08_005085,RNA helicase
B9J08_005086,Phosphoribulokinase / Uridine kinase family | domain-containing protein
B9J08_005087,Nup133 N terminal like | Non-repetitive/WGA-negative nucleoporin C-terminal | domain-containing protein
B9J08_005088,Peptidase family M28 | domain-containing protein
B9J08_005089,Single-strand binding protein family | domain-containing protein
B9J08_005090,unspecified product
B9J08_005092,"Vacuolar sorting protein Vps3844, C-terminal domain | domain-containing protein"
B9J08_005093,thiol oxidase
B9J08_005094,Guanine nucleotide-binding protein subunit gamma
B9J08_005095,Snare region anchored in the vesicle membrane C-terminus | domain-containing protein
B9J08_005096,"MDM10-complementing protein 1, transmembrane domain | domain-containing protein"
B9J08_005097,NifU-like N terminal domain | domain-containing protein
B9J08_005098,unspecified product
B9J08_005099,"Ribosomal large subunit proteins 60S L5, and 50S L18 | Ribosomal L18 C-terminal region | domain-containing protein"
B9J08_005100,Mitochondrial 18 KDa protein (MTP18) | domain-containing protein
B9J08_005101,3-hydroxyanthranilic acid dioxygenase | domain-containing protein
B9J08_005102,"DSC E3 ubiquitin ligase complex subunit 3, C-terminal domain | DSC E3 ubiquitin ligase complex subunit 3, ubiquitin-like domain | domain-containing protein"
B9J08_005103,Mitochondrial carrier protein | domain-containing protein
B9J08_005104,unspecified product
B9J08_005105,Prolyl oligopeptidase family | Dipeptidyl peptidase IV (DPP IV) N-terminal region | domain-containing protein
B9J08_005106,Noc2p family | domain-containing protein
B9J08_005107,ERT1/acuK family PAS domain | Fungal Zn(2)-Cys(6) binuclear cluster domain | domain-containing protein
B9J08_005108,Ring finger domain | domain-containing protein
B9J08_005109,"C2 domain | Tricalbin-1-like, C2 domain | domain-containing protein"
B9J08_005110,DNA-directed RNA polymerase
B9J08_005112,ribonucleoside-diphosphate reductase
B9J08_005113,Transcription factor Tfb2 | Transcription factor Tfb2 (p52) C-terminal domain | domain-containing protein
B9J08_005114,Response regulator receiver domain | domain-containing protein
B9J08_005115,50S ribosome-binding GTPase | GTP1/OBG | domain-containing protein
B9J08_005116,Helicase conserved C-terminal domain | DEAD/DEAH box helicase | domain-containing protein
B9J08_005117,Domain of unknown function (DUF202) | domain-containing protein
B9J08_005118,unspecified product
B9J08_005119,Brf1-like TBP-binding domain | Transcription factor TFIIB repeat | TFIIB zinc-binding | domain-containing protein
B9J08_005120,"SDA1, C-terminal | SDA1, conserved domain | SDA1, HEAT repeat | domain-containing protein"
B9J08_005121,HMG (high mobility group) box | domain-containing protein
B9J08_005122,Acyl transferase domain | domain-containing protein
B9J08_005123,"formate-tetrahydrofolate ligase, methenyltetrahydrofolate cyclohydrolase, methylenetetrahydrofolate dehydrogenase (NADP+)"
B9J08_005124,POT family | domain-containing protein
B9J08_005125,Rhodanese-like domain | domain-containing protein
B9J08_005126,rRNA biogenesis protein RRP36 | domain-containing protein
B9J08_005127,Oligosaccharide biosynthesis protein Alg14 like | domain-containing protein
B9J08_005128,CoA-ligase | ATP-grasp domain | domain-containing protein
B9J08_005129,Proteasome subunit | Proteasome subunit A N-terminal signature | domain-containing protein
B9J08_005130,Gamma tubulin complex component C-terminal | Gamma tubulin complex component N-terminal | domain-containing protein
B9J08_005131,"Ubiquitin-like modifier-activating enzyme ATG7, Ubiquitin-like modifier-activating enzyme atg7"
B9J08_005132,60S ribosomal export protein NMD3
B9J08_005133,histone acetyltransferase
B9J08_005134,Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase | domain-containing protein
B9J08_005135,Cyclic phosphodiesterase-like protein | domain-containing protein
B9J08_005136,HORMA domain | domain-containing protein
B9J08_005137,"Cyclin, N-terminal domain | domain-containing protein"
B9J08_005138,Eukaryotic porin | domain-containing protein
B9J08_005139,Macro-like domain | domain-containing protein
B9J08_005140,NUDIX domain | domain-containing protein
B9J08_005141,"BOP1NT (NUC169) domain | WD domain, G-beta repeat | domain-containing protein"
B9J08_005142,RNA recognition motif | domain-containing protein
B9J08_005143,unspecified product
B9J08_005144,C-terminus of histone H2A | Core histone H2A/H2B/H3/H4 | domain-containing protein
B9J08_005145,Core histone H2A/H2B/H3/H4 | domain-containing protein
B9J08_005146,PGAP1-like alpha/beta domain | GPI inositol-deacylase beta-sandwich domain | GPI inositol-deacylase transmembrane domain | domain-containing protein
B9J08_005147,unspecified product
B9J08_005148,SUR7/PalI family | domain-containing protein
B9J08_005149,unspecified product
B9J08_005150,"Ribosomal Proteins L2, C-terminal domain | Ribosomal Proteins L2, RNA binding domain | domain-containing protein"
B9J08_005151,RNA recognition motif | domain-containing protein
B9J08_005152,Ribosomal L29e protein family | domain-containing protein
B9J08_005153,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family | domain-containing protein
B9J08_005154,PQ loop repeat | domain-containing protein
B9J08_005155,Fungal specific transcription factor domain | Fungal Zn(2)-Cys(6) binuclear cluster domain | domain-containing protein
B9J08_005156,unspecified product
B9J08_005157,Tti2 family | domain-containing protein
B9J08_005158,Indigoidine synthase A like protein | domain-containing protein
B9J08_005159,unspecified product
B9J08_005160,Chalcone isomerase like | domain-containing protein
B9J08_005161,mannose-1-phosphate guanylyltransferase
B9J08_005162,Major Facilitator Superfamily | domain-containing protein
B9J08_005163,fructose-bisphosphatase
B9J08_005164,unspecified product
B9J08_005165,Plug domain of Sec61p | SecY | domain-containing protein
B9J08_005166,Vps4 C terminal oligomerisation domain | ATPase family associated with various cellular activities (AAA) | domain-containing protein
B9J08_005167,Nuclear pore assembly and biogenesis | domain-containing protein
B9J08_005168,Major Facilitator Superfamily | domain-containing protein
B9J08_005169,DnaJ domain | X-domain of DnaJ-containing | domain-containing protein
B9J08_005170,Complex 1 protein (LYR family) | domain-containing protein
B9J08_005171,Flavin-binding monooxygenase-like | domain-containing protein
B9J08_005172,Major Facilitator Superfamily | domain-containing protein
B9J08_005173,unspecified product
B9J08_005174,Inorganic phosphate transporter chaperone Pho86 | domain-containing protein
B9J08_005175,Legume-like lectin family | domain-containing protein
B9J08_005176,Complex III assembly factor UQCC2/CBP6 | domain-containing protein
B9J08_005177,Histidine phosphatase superfamily (branch 1) | domain-containing protein
B9J08_005178,Inosine-uridine preferring nucleoside hydrolase | domain-containing protein
B9J08_005179,Partial alpha/beta-hydrolase lipase region | domain-containing protein
B9J08_005181,Mitochondrial carrier protein | domain-containing protein
B9J08_005182,unspecified product
B9J08_005183,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain | D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain | domain-containing protein"
B9J08_005184,PA domain | Peptidase family M28 | domain-containing protein
B9J08_005185,DnaJ domain | domain-containing protein
B9J08_005186,Proteasomal ATPase OB C-terminal domain | AAA+ lid domain | ATPase family associated with various cellular activities (AAA) | domain-containing protein
B9J08_005187,unspecified product
B9J08_005188,Eukaryotic translation initiation factor 4G1 | MIF4G domain | domain-containing protein
B9J08_005189,unspecified product
B9J08_005190,ATPase family associated with various cellular activities (AAA) | domain-containing protein
B9J08_005191,LIM-domain binding protein | domain-containing protein
B9J08_005192,PAPA-1-like conserved region | domain-containing protein
B9J08_005193,unspecified product
B9J08_005194,unspecified product
B9J08_005195,Neugrin | domain-containing protein
B9J08_005196,VID27 N-terminal region | domain-containing protein
B9J08_005197,MIOREX complex component 7 | domain-containing protein
B9J08_005198,unspecified product
B9J08_005199,Basic region leucine zipper | domain-containing protein
B9J08_005200,unspecified product
B9J08_005201,pyruvate carboxylase
B9J08_005202,DASH complex subunit Duo1 | domain-containing protein
B9J08_005203,SOH1 | domain-containing protein
B9J08_005204,Fat storage-inducing transmembrane protein | domain-containing protein
B9J08_005205,Putative Ig domain | domain-containing protein
B9J08_005206,unspecified product
B9J08_005207,pyruvate dehydrogenase (acetyl-transferring)
B9J08_005208,Acetyl-coenzyme A transporter 1 | domain-containing protein
B9J08_005209,protein-serine/threonine phosphatase
B9J08_005210,Aminotransferase class-III | domain-containing protein
B9J08_005211,unspecified product
B9J08_005212,Transcription mediator complex subunit Med12 | domain-containing protein
B9J08_005213,"Unconventional myosin tail, actin- and lipid-binding | Myosin head (motor domain) | Myosin-1, central acidic domain | domain-containing protein"
B9J08_005214,"NLE (NUC135) domain | WD domain, G-beta repeat | domain-containing protein"
B9J08_005215,unspecified product
B9J08_005216,Protein kinase domain | domain-containing protein
B9J08_005217,Topoisomerase II-associated protein PAT1 | domain-containing protein
B9J08_005218,"Glutamine amidotransferase class-I | Anthranilate synthase component I, N terminal region | chorismate binding enzyme | domain-containing protein"
B9J08_005219,"Uso1 / p115 like vesicle tethering protein, head region | domain-containing protein"
B9J08_005220,Elongator complex protein 1
B9J08_005221,V-type ATPase 116kDa subunit family | domain-containing protein
B9J08_005222,rRNA processing/ribosome biogenesis | domain-containing protein
B9J08_005223,Anaphase-promoting complex subunit 5 | domain-containing protein
B9J08_005224,CDP-diacylglycerol-inositol 3-phosphatidyltransferase
B9J08_005225,Serine hydroxymethyltransferase | domain-containing protein
B9J08_005226,Hexokinase | Hexokinase | domain-containing protein
B9J08_005227,Domain of unknown function at the cortex 1 (Duc1) | domain-containing protein
B9J08_005228,transaldolase
B9J08_005229,riboflavin kinase
B9J08_005230,Ribosomal proteins 50S-L18Ae/60S-L20/60S-L18A | Fatty acid hydroxylase | domain-containing protein
B9J08_005231,"Glutamine amidotransferase class-I | Carbamoyl-phosphate synthase small chain, CPSase domain | domain-containing protein"
B9J08_005232,Bul1 N terminus | Bul1 C terminus | domain-containing protein
B9J08_005233,DWNN domain | Zinc knuckle | domain-containing protein
B9J08_005234,"Nucleoporin Nup120/160, beta-propeller domain | domain-containing protein"
B9J08_005235,TAP42-like family | domain-containing protein
B9J08_005236,"Transcription initiation factor IIA, gamma subunit, helical domain | Transcription initiation factor IIA, gamma subunit | domain-containing protein"
B9J08_005237,CUE domain | HMG (high mobility group) box | domain-containing protein
B9J08_005238,Tubulin-tyrosine ligase family | Survival protein SurE | domain-containing protein
B9J08_005239,Fructose-bisphosphate aldolase class-II | domain-containing protein
B9J08_005240,"RXT2-like, N-terminal | domain-containing protein"
B9J08_005241,"Proliferating cell nuclear antigen, C-terminal domain | Proliferating cell nuclear antigen, N-terminal domain | domain-containing protein"
B9J08_005242,RFX DNA-binding domain | domain-containing protein
B9J08_005243,unspecified product
B9J08_005244,Clathrin adaptor complex small chain | Adaptor complexes medium subunit family | domain-containing protein
B9J08_005245,Glucanosyltransferase | domain-containing protein
B9J08_005246,"PCI domain | 26S proteasome regulatory subunit RPN5 C-terminal domain | PSMD12/CSN4, N-terminal | domain-containing protein"
B9J08_005247,ATP phosphoribosyltransferase
B9J08_005248,Putative undecaprenyl diphosphate synthase | domain-containing protein
B9J08_005249,non-specific serine/threonine protein kinase
B9J08_005250,"Cyclin, N-terminal domain | Cyclin C-terminal domain | domain-containing protein"
B9J08_005251,EMG1/NEP1 methyltransferase | domain-containing protein
B9J08_005252,DNA damage checkpoint protein | domain-containing protein
B9J08_005253,Ribosomal protein L37e | domain-containing protein
B9J08_005255,unspecified product
B9J08_005256,DNA-(apurinic or apyrimidinic site) lyase
B9J08_005257,unspecified product
B9J08_005258,AAA C-terminal domain | ATPase family associated with various cellular activities (AAA) | MgsA AAA+ ATPase C terminal | domain-containing protein
B9J08_005259,Ubiquitin-2 like Rad60 SUMO-like | domain-containing protein
B9J08_005260,PSP1 C-terminal conserved region | domain-containing protein
B9J08_005261,PAP2 superfamily | domain-containing protein
B9J08_005262,unspecified product
B9J08_005263,Fungal PH-like domain | PH domain | domain-containing protein
B9J08_005264,Amidohydrolase family | domain-containing protein
B9J08_005265,CFEM domain | domain-containing protein
B9J08_005266,unspecified product
B9J08_005267,unspecified product
B9J08_005268,Rogdi leucine zipper containing protein | domain-containing protein
B9J08_005269,"Insulinase (Peptidase family M16) | Peptidase M16 inactive domain | Middle or third domain of peptidase_M16 | PQQ synthase PqqF-like, C-terminal lobe domain 4 | domain-containing protein"
B9J08_005270,Sec1 family | domain-containing protein
B9J08_005271,PhD finger domain | domain-containing protein
B9J08_005272,"CRAL/TRIO, N-terminal domain | CRAL/TRIO domain | domain-containing protein"
B9J08_005273,unspecified product
B9J08_005274,"AMP-binding enzyme | Meiotically up-regulated gene 62 protein-like domain | Disco-interacting protein 2-like, AMP domain | domain-containing protein"
B9J08_005275,INO4 bHLH domain | domain-containing protein
B9J08_005277,unspecified product
B9J08_005278,N-terminal domain of oxidoreductase | Zinc-binding dehydrogenase | domain-containing protein
B9J08_005279,Ribosomal protein S14p/S29e | domain-containing protein
B9J08_005280,non-specific serine/threonine protein kinase
B9J08_005281,Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD | domain-containing protein
B9J08_005282,Adaptin N terminal region | Adaptin C-terminal domain | domain-containing protein
B9J08_005283,"TB2/DP1, HVA22 family | domain-containing protein"
B9J08_005284,Surfeit locus protein 6 | 60S ribosome biogenesis protein Rrp14 | domain-containing protein
B9J08_005285,V-ATPase subunit C | domain-containing protein
B9J08_005287,Eukaryotic aspartyl protease | domain-containing protein
B9J08_005288,PCI domain | domain-containing protein
B9J08_005289,Amino acid permease | domain-containing protein
B9J08_005291,"6-O-methylguanine DNA methyltransferase, DNA binding domain | domain-containing protein"
B9J08_005292,unspecified product
B9J08_005293,unspecified product
B9J08_005294,BAR-like domain | PH domain | domain-containing protein
