VPDB Gene ID,CGD ID,CGD Annotation
B9J08_005355,CAL0000227997,Uncharacterized ORF; Has domain(s) with predicted role in electron transport chain
B9J08_005356,CAL0000226457,"Verified ORF; Histone H3K4 methyltransferase; null mutant shows decreased resistance to echinocandins, azoles, and AmpB"
B9J08_005357,CAL0000224597,"Uncharacterized ORF; Ortholog(s) have ATP-dependent activity, acting on DNA, dinucleotide insertion or deletion binding, guanine/thymine mispair binding activity"
B9J08_005358,CAL0000221059,"Uncharacterized ORF; Ortholog(s) have RNA binding activity, role in box H/ACA snoRNP assembly and nucleoplasm, nucleus localization"
B9J08_005359,CAL0000219821,"Uncharacterized ORF; Ortholog(s) have role in fungal-type cell wall organization or biogenesis and cellular bud scar, fungal-type cell wall localization"
B9J08_005360,CAL0000222259,Uncharacterized ORF; Puative plasma membrane amino acid transporter
B9J08_005361,CAL0000223519,"Uncharacterized ORF; Ortholog(s) have role in DNA repair, regulation of transcription by RNA polymerase II and NuA4 histone acetyltransferase complex localization"
B9J08_005362,CAL0000225561,Uncharacterized ORF; Ortholog(s) have structural constituent of ribosome activity and mitochondrial small ribosomal subunit localization
B9J08_005363,CAL0000227487,Uncharacterized ORF; Ortholog(s) have S-adenosylmethionine-dependent methyltransferase activity and role in translational readthrough
B9J08_005364,CAL0000216959,"Uncharacterized ORF; Ortholog(s) have tRNA (adenine(58)-N1)-methyltransferase activity, role in tRNA methylation and nucleus, tRNA (m1A) methyltransferase complex localization"
B9J08_005365,CAL0000217847,Uncharacterized ORF; Ortholog(s) have rRNA (cytosine-C5-)-methyltransferase activity
B9J08_005366,CAL0000220327,"Uncharacterized ORF; Ortholog(s) have enzyme regulator activity, role in chromatin remodeling and Ino80 complex, nucleus localization"
B9J08_005367,CAL0000218795,"Uncharacterized ORF; Ortholog(s) have actin binding, adenylate cyclase binding activity"
B9J08_005368,CAL0000220705,"Uncharacterized ORF; Ortholog(s) have ATPase activator activity, unfolded protein binding activity"
B9J08_005369,CAL0000221935,"Uncharacterized ORF; Ortholog(s) have 3-demethylubiquinol-6 3-O-methyltransferase activity, hexaprenyldihydroxybenzoate methyltransferase activity, role in ubiquinone biosynthetic process and mitochondrial inner membrane, mitochondrion localization"
B9J08_005370,CAL0000225241,"Uncharacterized ORF; Ortholog(s) have histone binding activity, role in chromatin remodeling and Swr1 complex localization"
B9J08_005371,CAL0000224445,"Uncharacterized ORF; Ortholog(s) have ATPase activator activity, protein-folding chaperone binding activity and role in protein folding"
B9J08_005372,CAL0000222819,Uncharacterized ORF; Has domain(s) with predicted membrane localization
B9J08_005373,CAL0000221837,"Uncharacterized ORF; Ortholog(s) have DNA helicase activity, DNA/RNA helicase activity, RNA helicase activity, role in maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) and nucleolus localization"
B9J08_005375,CAL0000216167,"Uncharacterized ORF; Ortholog(s) have small molecule sensor activity and role in chloride transport, regulation of chloride transport"
B9J08_005376,CAL0000217453,Uncharacterized ORF; Putative DNA repair protein; mutations associated with fluconazole resistance; orthologs have single-stranded DNA binding and single-stranded DNA helicase activity
B9J08_005377,CAL0000226635,"Uncharacterized ORF; Ortholog(s) have GTPase activator activity, role in regulation of COPII vesicle coating and endoplasmic reticulum membrane localization"
B9J08_005378,CAL0000228071,Uncharacterized ORF; Has domain(s) with predicted pyridoxal kinase activity and role in pyridoxal 5'-phosphate salvage
B9J08_005379,CAL0000224169,Uncharacterized ORF; Ortholog(s) have phospholipase activity
B9J08_005380,CAL0000219819,"Uncharacterized ORF; Ortholog(s) have role in ascospore formation, endocytosis, protein localization to eisosome filament and cell cortex, eisosome, plasma membrane localization"
B9J08_005381,CAL0000220881,"Uncharacterized ORF; Ortholog(s) have protein kinase activity and role in G1/S transition of mitotic cell cycle, intracellular monoatomic ion homeostasis, putrescine transport, spermidine transport, spermine transport"
B9J08_005382,CAL0000222195,Uncharacterized ORF; Ortholog(s) have cytosolic large ribosomal subunit localization
B9J08_005383,CAL0000216697,Uncharacterized ORF; Ortholog(s) have mitochondria-associated endoplasmic reticulum membrane localization
B9J08_005384,CAL0000217635,Uncharacterized ORF; Ortholog(s) have transcription coactivator activity
B9J08_005385,CAL0000219453,"Uncharacterized ORF; Ortholog(s) have RNA binding, RNA strand annealing activity, RNA strand-exchange activity, ribosomal small subunit binding, single-stranded RNA binding activity"
B9J08_005386,CAL0000220425,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C6_01620W_A, <i>C. dubliniensis CD36</i> : Cd36_61710, <i>C. parapsilosis CDC317</i> : CPAR2_602540 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_136164"
B9J08_005387,CAL0000223533,"Uncharacterized ORF; Ortholog(s) have RNA binding, ribosome binding, translation elongation factor activity, translation initiation factor activity"
B9J08_005388,CAL0000224909,"Uncharacterized ORF; Ortholog(s) have RNA polymerase II complex binding, chromatin binding activity and role in positive regulation of transcription elongation by RNA polymerase II"
B9J08_005389,CAL0000226219,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C6_01570C_A/FGR47, <i>C. dubliniensis CD36</i> : Cd36_61670, <i>C. parapsilosis CDC317</i> : CPAR2_602510 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_115691"
B9J08_005390,CAL0000221383,"Uncharacterized ORF; Ortholog of <i>S. cerevisiae</i> : GTT3, <i>C. albicans SC5314</i> : C6_01560W_A, <i>C. glabrata CBS138</i> : CAGL0M03311g, <i>C. dubliniensis CD36</i> : Cd36_61660 and <i>C. parapsilosis CDC317</i> : CPAR2_602500"
B9J08_005391,CAL0000222873,"Uncharacterized ORF; Ortholog(s) have 3'-5' exonuclease activity, DNA-directed DNA polymerase activity, role in mitochondrial DNA catabolic process, mitochondrial DNA replication, mitochondrial genome maintenance and mitochondrion localization"
B9J08_005392,CAL0000224299,"Uncharacterized ORF; Ortholog(s) have chromatin DNA binding activity and role in positive regulation of transcription by RNA polymerase II, tRNA threonylcarbamoyladenosine metabolic process, telomere maintenance via recombination"
B9J08_005393,CAL0000221679,"Uncharacterized ORF; Ortholog of <i>S. cerevisiae</i> : YKL162C, <i>C. albicans SC5314</i> : C1_09570W_A, <i>C. dubliniensis CD36</i> : Cd36_09010, <i>C. parapsilosis CDC317</i> : CPAR2_214170 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_95066"
B9J08_005394,CAL0000220475,"Uncharacterized ORF; Ortholog of <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_115648, <i>Debaryomyces hansenii CBS767</i> : DEHA2E18194g, <i>Pichia stipitis Pignal</i> : PICST_37102 and <i>Candida guilliermondii ATCC 6260</i> : PGUG_01260"
B9J08_005395,CAL0000223783,"Uncharacterized ORF; Has domain(s) with predicted magnesium ion transmembrane transporter activity, role in magnesium ion transport and membrane localization"
B9J08_005396,CAL0000222411,"Uncharacterized ORF; Ortholog(s) have protein serine/threonine kinase activity, ubiquitin binding activity"
B9J08_005397,CAL0000222553,"Uncharacterized ORF; Ortholog(s) have cytosine deaminase activity and role in cytidine metabolic process, cytosine metabolic process, pyrimidine-containing compound salvage"
B9J08_005398,CAL0000225239,"Uncharacterized ORF; Ortholog(s) have role in nucleotide-excision repair, transcription by RNA polymerase II and nucleotide-excision repair factor 3 complex, transcription factor TFIIH core complex, transcription factor TFIIH holo complex localization"
B9J08_005399,CAL0000219093,Uncharacterized ORF; Ortholog(s) have SMN complex localization
B9J08_005400,CAL0000221391,"Uncharacterized ORF; Has domain(s) with predicted protein folding chaperone activity, role in protein insertion into ER membrane and endoplasmic reticulum membrane localization"
B9J08_005401,CAL0000216567,"Uncharacterized ORF; Ortholog(s) have role in negative regulation of meiotic nuclear division, positive regulation of stress-activated MAPK cascade, regulation of DNA-templated transcription and Rpd3L-Expanded complex, Set3 complex, nucleus localization"
B9J08_005402,CAL0000219391,"Uncharacterized ORF; Ortholog(s) have role in Golgi to plasma membrane transport, exocyst assembly, exocyst localization, exocytosis, spliceosomal complex assembly and cellular bud neck, cellular bud tip, exocyst, incipient cellular bud site localization"
B9J08_005403,CAL0000217485,"Uncharacterized ORF; Ortholog(s) have efflux transmembrane transporter activity, polyamine transmembrane transporter activity, threonine efflux transmembrane transporter activity"
B9J08_005404,CAL0000225115,Uncharacterized ORF; Ortholog(s) have acyltransferase activity and role in phosphatidylinositol acyl-chain remodeling
B9J08_005405,CAL0000219905,"Uncharacterized ORF; Ortholog(s) have role in cell morphogenesis involved in conjugation with cellular fusion, cytogamy and fungal-type cell wall, mating projection tip localization"
B9J08_005406,CAL0000226257,"Uncharacterized ORF; Ortholog(s) have histone acetyltransferase activity and role in DNA repair, negative regulation of transcription by RNA polymerase II, positive regulation of transcription by RNA polymerase II"
B9J08_005407,CAL0000227209,"Uncharacterized ORF; Ortholog(s) have phosphatidylglycerophosphatase activity, role in cardiolipin biosynthetic process and mitochondrial matrix localization"
B9J08_005408,CAL0000216565,"Uncharacterized ORF; Ortholog(s) have stalled ribosome sensor activity, ubiquitin protein ligase activity"
B9J08_005409,CAL0000218281,"Uncharacterized ORF; Ortholog(s) have protein-folding chaperone binding activity and role in mitochondrion organization, protein folding, protein import into mitochondrial matrix, protein stabilization, response to unfolded protein"
B9J08_005410,CAL0000223851,"Uncharacterized ORF; Ortholog(s) have unfolded protein binding activity, role in mitochondrial proton-transporting ATP synthase complex assembly, mitochondrion organization and mitochondrion localization"
B9J08_005411,CAL0000222517,"Uncharacterized ORF; Ortholog(s) have 3'-5' exonuclease activity, DNA endonuclease activity, G-quadruplex DNA binding, adenylate kinase activity, double-stranded telomeric DNA binding and endonuclease activity, <a href=""#GOsection"">more</a>"
B9J08_005412,CAL0000216425,"Uncharacterized ORF; Ortholog(s) have eukaryotic translation initiation factor 2alpha kinase activity, tRNA binding activity"
B9J08_005413,CAL0000221889,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C7_01320W_A, <i>C. dubliniensis CD36</i> : Cd36_71150, <i>C. parapsilosis CDC317</i> : CPAR2_300480 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_131102"
B9J08_005414,CAL0000226609,"Uncharacterized ORF; Ortholog(s) have diacylglycerol diphosphate phosphatase activity, phosphatidate phosphatase activity, role in phospholipid metabolic process and fungal-type vacuole membrane, membrane raft localization"
B9J08_005415,CAL0000218651,"Uncharacterized ORF; Ortholog(s) have phosphatidylinositol-3-phosphate binding activity, role in plasma membrane tubulation, protein targeting to vacuole, retrograde transport, endosome to Golgi and cytoplasm, endosome, nucleus localization"
B9J08_005416,CAL0000224737,"Uncharacterized ORF; Ortholog(s) have protein-macromolecule adaptor activity, role in protein maturation by [4Fe-4S] cluster transfer and Yae1-Lto1 complex localization"
B9J08_005417,CAL0000227195,Uncharacterized ORF; Ortholog(s) have protein phosphatase binding activity
B9J08_005418,CAL0000219811,"Uncharacterized ORF; Ortholog(s) have DNA clamp loader activity, chromatin binding activity"
B9J08_005419,CAL0000223939,"Uncharacterized ORF; Ortholog(s) have eukaryotic initiation factor 4E binding activity and role in deadenylation-dependent decapping of nuclear-transcribed mRNA, mRNA catabolic process, negative regulation of translation"
B9J08_005420,CAL0000216921,Uncharacterized ORF; Protein of unknown function
B9J08_005421,CAL0000219041,"Verified ORF; Putative aspartic-type endopeptidase; appears to play a minor role, if any; null mutant shows normal secretion of aspartyl protease and normal formation of biofilms and hyphae"
B9J08_005422,CAL0000225935,Uncharacterized ORF; Ortholog(s) have protein tyrosine/serine/threonine phosphatase activity and role in nuclear DNA replication
B9J08_005423,CAL0000227175,"Uncharacterized ORF; Ortholog(s) have role in tRNA processing, termination of RNA polymerase II transcription, poly(A)-coupled and mRNA cleavage and polyadenylation specificity factor complex localization"
B9J08_005424,CAL0000222569,"Uncharacterized ORF; Ortholog(s) have potassium ion transmembrane transporter activity, role in potassium ion transmembrane transport and mating projection, plasma membrane localization"
B9J08_005425,CAL0000223929,"Uncharacterized ORF; Ortholog(s) have role in mitochondrial cytochrome c oxidase assembly, negative regulation of mitochondrial translation and mitochondrial inner membrane localization"
B9J08_005426,CAL0000222461,"Uncharacterized ORF; Ortholog(s) have role in endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA and LSU-rRNA), <a href=""#GOsection"">more</a>"
B9J08_005427,CAL0000223737,"Uncharacterized ORF; Ortholog(s) have small GTPase binding activity, role in tRNA export from nucleus, tRNA re-export from nucleus and cytoplasm, nuclear matrix localization"
B9J08_005428,CAL0000221987,Uncharacterized ORF; Ortholog(s) have cysteine synthase activity and role in cysteine biosynthetic process from serine
B9J08_005429,CAL0000217279,Uncharacterized ORF; Ortholog(s) have sequence-specific DNA binding activity
B9J08_005430,CAL0000217537,Uncharacterized ORF; Ortholog(s) have fungal-type vacuole membrane localization
B9J08_005431,CAL0000227859,Uncharacterized ORF; Protein of unknown function
B9J08_005432,CAL0000227389,"Uncharacterized ORF; Ortholog(s) have 2 iron, 2 sulfur cluster binding, disulfide oxidoreductase activity, glutathione disulfide oxidoreductase activity"
B9J08_005433,CAL0000225851,"Uncharacterized ORF; Has domain(s) with predicted ATP binding, protein kinase activity and role in protein phosphorylation"
B9J08_005434,CAL0000223979,"Uncharacterized ORF; Ortholog(s) have role in maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) and nucleolus localization"
B9J08_005435,CAL0000222175,"Uncharacterized ORF; Ortholog(s) have lipid binding activity, role in mitochondrial fission, mitophagy and mitochondrial intermembrane space localization"
B9J08_005436,CAL0000221713,"Uncharacterized ORF; Ortholog(s) have 5'-3' DNA helicase activity, role in postreplication repair and DNA helicase A complex, nuclear replisome localization"
B9J08_005437,CAL0000217707,Uncharacterized ORF; Ortholog of <i>Candida lusitaniae ATCC 42720</i> : CLUG_05687
B9J08_005438,CAL0000218353,"Uncharacterized ORF; Ortholog(s) have DNA-binding transcription activator activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding activity"
B9J08_005439,CAL0000217003,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C1_07010W_A, <i>C. dubliniensis CD36</i> : Cd36_06550, <i>C. parapsilosis CDC317</i> : CPAR2_209030 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_111035"
B9J08_005440,CAL0000218225,Uncharacterized ORF; Ortholog(s) have mitochondrion localization
B9J08_005441,CAL0000217101,Uncharacterized ORF; Has domain(s) with predicted role in transmembrane transport and membrane localization
B9J08_005442,CAL0000218529,"Uncharacterized ORF; Ortholog(s) have histone acetyltransferase activity, histone binding activity, role in chromatin organization, subtelomeric heterochromatin formation and cytoplasm, histone acetyltransferase complex, nucleus localization"
B9J08_005443,CAL0000217151,"Uncharacterized ORF; Ortholog(s) have aralkylamine N-acetyltransferase activity, diamine N-acetyltransferase activity and role in chromatin organization"
B9J08_005444,CAL0000221777,"Uncharacterized ORF; Ortholog(s) have role in mitochondrial outer membrane translocase complex assembly, protein insertion into mitochondrial outer membrane and SAM complex, mitochondrial outer membrane localization"
B9J08_005445,CAL0000224017,Uncharacterized ORF; Ortholog(s) have metal-dependent deubiquitinase activity
B9J08_005446,CAL0000222505,"Uncharacterized ORF; Has domain(s) with predicted manganese ion binding, metalloaminopeptidase activity"
B9J08_005447,CAL0000227071,Uncharacterized ORF; Ortholog(s) have Rab GDP-dissociation inhibitor activity and role in vesicle-mediated transport
B9J08_005449,CAL0000218407,"Uncharacterized ORF; Ortholog(s) have RNA binding, U2 snRNA binding, poly(U) RNA binding activity and role in mRNA splicing, via spliceosome"
B9J08_005450,CAL0000216885,"Uncharacterized ORF; Ortholog(s) have mitogen-activated protein kinase kinase kinase binding, phosphorelay response regulator activity, protein kinase activator activity"
B9J08_005451,CAL0000218519,"Uncharacterized ORF; Ortholog of <i>S. cerevisiae</i> : DOS2, <i>C. albicans SC5314</i> : C1_13920W_A/DOS2, <i>C. glabrata CBS138</i> : CAGL0G05225g/DOS1, <i>C. dubliniensis CD36</i> : Cd36_12900 and <i>C. parapsilosis CDC317</i> : CPAR2_700250"
B9J08_005452,CAL0000227333,"Uncharacterized ORF; Has domain(s) with predicted ATP binding, ATPase activity"
B9J08_005453,CAL0000222745,"Uncharacterized ORF; Ortholog(s) have serine C-palmitoyltransferase activity, role in sphingolipid biosynthetic process and SPOTS complex localization"
B9J08_005454,CAL0000224159,"Uncharacterized ORF; Ortholog of <i>S. cerevisiae</i> : OCA6, <i>C. albicans SC5314</i> : C1_13990W_A/OCA6, <i>C. glabrata CBS138</i> : CAGL0G05203g, <i>C. dubliniensis CD36</i> : Cd36_12970 and <i>C. parapsilosis CDC317</i> : CPAR2_700260"
B9J08_005455,CAL0000220511,Uncharacterized ORF; Ortholog(s) have cysteine-type deubiquitinase activity
B9J08_005456,CAL0000218635,"Uncharacterized ORF; Ortholog(s) have enzyme regulator activity, guanyl-nucleotide exchange factor activity, translation initiation factor activity"
B9J08_005457,CAL0000227131,Uncharacterized ORF; Has domain(s) with predicted LPPG:FO 2-phospho-L-lactate transferase activity
B9J08_005458,CAL0000222715,"Uncharacterized ORF; Ortholog(s) have G-protein alpha-subunit binding, GDP-dissociation inhibitor activity, ribosome binding activity"
B9J08_005459,CAL0000224373,"Uncharacterized ORF; Ortholog(s) have DNA binding activity, role in regulation of DNA damage checkpoint and chromatin, cytoplasm, nuclear periphery localization"
B9J08_005460,CAL0000222349,Uncharacterized ORF; Ortholog(s) have dihydrofolate synthase activity and role in folic acid-containing compound biosynthetic process
B9J08_005461,CAL0000223777,"Uncharacterized ORF; Ortholog(s) have TFIIH-class transcription factor complex binding, transcription coactivator activity"
B9J08_005462,CAL0000220431,"Uncharacterized ORF; Ortholog(s) have role in DNA strand elongation involved in mitotic DNA replication, DNA-templated DNA replication, double-strand break repair via break-induced replication, mitotic DNA replication initiation"
B9J08_005463,CAL0000216077,Uncharacterized ORF; Ortholog(s) have lipid transfer activity
B9J08_005464,CAL0000217145,"Uncharacterized ORF; Ortholog(s) have ATPase activity, role in protein import into peroxisome matrix, receptor recycling, protein unfolding and peroxisomal membrane localization"
B9J08_005465,CAL0000218827,"Uncharacterized ORF; Ortholog(s) have unfolded protein binding activity, role in mitochondrial cytochrome c oxidase assembly, negative regulation of programmed cell death and mitochondrial inner membrane localization"
B9J08_005467,CAL0000226871,Uncharacterized ORF; Ortholog(s) have EMC complex localization
B9J08_005468,CAL0000227751,"Uncharacterized ORF; Ortholog(s) have ATPase, GTPase activity and role in mitotic sister chromatid cohesion, nucleocytoplasmic transport, protein import into nucleus"
B9J08_005469,CAL0000224311,Uncharacterized ORF; Has domain(s) with predicted role in carbohydrate metabolic process
B9J08_005470,CAL0000222361,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C7_01370W_A/QCE1, <i>C. dubliniensis CD36</i> : Cd36_71200, <i>C. parapsilosis CDC317</i> : CPAR2_300530 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_96125"
B9J08_005471,CAL0000227335,"Uncharacterized ORF; Ortholog(s) have N-terminal protein N-methyltransferase activity, S-adenosylmethionine-dependent methyltransferase activity, protein-lysine N-methyltransferase activity and role in rDNA heterochromatin formation"
B9J08_005472,CAL0000222427,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : CR_03780C_A, <i>C. dubliniensis CD36</i> : Cd36_28990, <i>C. parapsilosis CDC317</i> : CPAR2_202530 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_116730"
B9J08_005473,CAL0000227345,Uncharacterized ORF; Ortholog(s) have fungal-type cell wall localization
B9J08_005474,CAL0000218977,Uncharacterized ORF; Ortholog(s) have protein serine/threonine phosphatase activity
B9J08_005476,CAL0000221605,"Uncharacterized ORF; Ortholog(s) have DNA replication origin binding, chromatin binding, single-stranded DNA binding, single-stranded DNA helicase activity"
B9J08_005477,CAL0000220069,"Uncharacterized ORF; Has domain(s) with predicted ubiquitin protein ligase activity, zinc ion binding activity"
B9J08_005478,CAL0000224171,Uncharacterized ORF; Ortholog(s) have ATP-dependent peptidase activity
B9J08_005479,CAL0000222893,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : CR_04330W_A, <i>C. dubliniensis CD36</i> : Cd36_29660, <i>C. parapsilosis CDC317</i> : CPAR2_205200 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_96118"
B9J08_005480,CAL0000223657,"Uncharacterized ORF; Ortholog(s) have RNA polymerase I cis-regulatory region sequence-specific DNA binding, RNA polymerase I general transcription initiation factor activity and role in nucleolar large rRNA transcription by RNA polymerase I"
B9J08_005481,CAL0000222295,"Uncharacterized ORF; Ortholog(s) have tRNA (cytidine-5-)-methyltransferase activity, tRNA binding activity, role in tRNA methylation, tRNA wobble base cytosine methylation and nucleus localization"
B9J08_005482,CAL0000221505,"Uncharacterized ORF; Ortholog of <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_116726, <i>Debaryomyces hansenii CBS767</i> : DEHA2F21362g, <i>Pichia stipitis Pignal</i> : PICST_33812 and <i>Spathaspora passalidarum NRRL Y-27907</i> : SPAPADRAFT_148821"
B9J08_005483,CAL0000220073,"Uncharacterized ORF; Ortholog(s) have DNA-binding transcription activator activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding activity"
B9J08_005484,CAL0000218761,Uncharacterized ORF; Ortholog(s) have role in glycolipid translocation and endoplasmic reticulum membrane localization
B9J08_005485,CAL0000217423,"Uncharacterized ORF; Ortholog of <i>S. cerevisiae</i> : YER137C, <i>C. albicans SC5314</i> : CR_04270C_A, <i>C. glabrata CBS138</i> : CAGL0K01947g, <i>C. dubliniensis CD36</i> : Cd36_29600 and <i>C. parapsilosis CDC317</i> : CPAR2_202070"
B9J08_005486,CAL0000217565,"Uncharacterized ORF; Ortholog(s) have RNA binding, U2 snRNA binding, poly(U) RNA binding activity and role in mRNA splicing, via spliceosome"
B9J08_005487,CAL0000226787,"Uncharacterized ORF; Has domain(s) with predicted DNA binding, DNA-binding transcription factor activity and role in regulation of DNA-templated transcription"
B9J08_005488,CAL0000224811,"Uncharacterized ORF; Ortholog(s) have rRNA cytidine N-acetyltransferase activity, snoRNA binding, tRNA binding activity and role in mRNA modification, rRNA acetylation involved in maturation of SSU-rRNA, ribosomal small subunit biogenesis"
B9J08_005489,CAL0000223091,"Uncharacterized ORF; Ortholog(s) have ribosylnicotinamide kinase activity and role in NAD biosynthesis via nicotinamide riboside salvage pathway, NAD biosynthetic process, nicotinamide riboside metabolic process"
B9J08_005490,CAL0000216771,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : CR_04220C_A, <i>C. dubliniensis CD36</i> : Cd36_29540, <i>C. parapsilosis CDC317</i> : CPAR2_202120 and <i>Candida tenuis NRRL Y-1498</i> : cten_CGOB_00275"
B9J08_005491,CAL0000226895,"Uncharacterized ORF; Ortholog(s) have gamma-aminobutyric acid:proton symporter activity, putrescine transmembrane transporter activity and role in gamma-aminobutyric acid transport, putrescine transport, transmembrane transport"
B9J08_005492,CAL0000224107,"Uncharacterized ORF; Ortholog(s) have efflux transmembrane transporter activity, role in ascospore wall assembly, transmembrane transport and plasma membrane localization"
B9J08_005493,CAL0000222149,Uncharacterized ORF; Ortholog(s) have role in late endosome to vacuole transport via multivesicular body sorting pathway and fungal-type vacuole membrane localization
B9J08_005494,CAL0000223685,Uncharacterized ORF; Protein of unknown function
B9J08_005496,CAL0000220975,"Uncharacterized ORF; Has domain(s) with predicted DNA N-glycosylase activity, DNA-(apurinic or apyrimidinic site) endonuclease activity, damaged DNA binding, hydrolase activity, hydrolyzing N-glycosyl compounds, nucleic acid binding, zinc ion binding activity"
B9J08_005497,CAL0000219731,"Uncharacterized ORF; Ortholog(s) have malate dehydrogenase (decarboxylating) (NAD+) activity, malic enzyme activity, role in amino acid metabolic process, malate metabolic process, pyruvate metabolic process and mitochondrion localization"
B9J08_005498,CAL0000217695,Uncharacterized ORF; Ortholog of <i>Candida lusitaniae ATCC 42720</i> : CLUG_05485
B9J08_005499,CAL0000216347,"Uncharacterized ORF; Ortholog(s) have DNA replication origin binding, adenylate kinase activity and role in ADP biosynthetic process, DNA replication initiation, nucleotide metabolic process, pre-replicative complex assembly"
B9J08_005500,CAL0000216419,"Uncharacterized ORF; Ortholog(s) have RNA polymerase II complex binding, mRNA binding activity"
B9J08_005501,CAL0000226429,"Uncharacterized ORF; Ortholog(s) have guanine nucleotide transmembrane transporter activity and role in guanine nucleotide transport, intracellular iron ion homeostasis, mitochondrial genome maintenance, transmembrane transport"
B9J08_005502,CAL0000228153,"Uncharacterized ORF; Ortholog of <i>S. cerevisiae</i> : YNL193W, <i>C. albicans SC5314</i> : C6_01950C_A, <i>C. glabrata CBS138</i> : CAGL0J11528g, <i>C. dubliniensis CD36</i> : Cd36_62070 and <i>C. parapsilosis CDC317</i> : CPAR2_602140"
B9J08_005503,CAL0000216115,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C6_01960W_A, <i>C. dubliniensis CD36</i> : Cd36_62090, <i>C. parapsilosis CDC317</i> : CPAR2_602150 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_112751"
B9J08_005504,CAL0000217871,"Uncharacterized ORF; Ortholog of <i>S. cerevisiae</i> : YEL023C, <i>C. albicans SC5314</i> : C3_04440C_A, <i>C. glabrata CBS138</i> : CAGL0I03168g, <i>C. dubliniensis CD36</i> : Cd36_84380 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_101635"
B9J08_005505,CAL0000221609,"Verified ORF; Putative catalytic subunit of cytochrome bc1; orthologs have ubiquinol-cytochrome-c reductase activity, converting ubiquinol to cytochrome c; null mutant shows decreased resistance to AmpB"
B9J08_005506,CAL0000220887,Uncharacterized ORF; Ortholog(s) have TRAMP complex localization
B9J08_005507,CAL0000225069,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C3_04410C_A, <i>C. dubliniensis CD36</i> : Cd36_84350, <i>C. parapsilosis CDC317</i> : CPAR2_806070 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_133308"
B9J08_005508,CAL0000219895,"Uncharacterized ORF; Ortholog(s) have euchromatin binding, structural constituent of nuclear pore activity"
B9J08_005509,CAL0000227187,"Uncharacterized ORF; Ortholog(s) have role in endocytosis, intracellular copper ion homeostasis, intracellular iron ion homeostasis, protein targeting to vacuole, vacuolar acidification, vacuole organization and membrane localization"
B9J08_005510,CAL0000222887,"Uncharacterized ORF; Ortholog(s) have RNA binding, U3 snoRNA binding, U4 snRNA binding activity"
B9J08_005511,CAL0000227311,"Uncharacterized ORF; Ortholog(s) have role in rRNA metabolic process, ribosome biogenesis and nucleolus localization"
B9J08_005512,CAL0000225617,"Uncharacterized ORF; Ortholog(s) have voltage-gated chloride channel activity and role in intracellular copper ion homeostasis, intracellular iron ion homeostasis"
B9J08_005513,CAL0000224015,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C3_04340W_A/ATF1, <i>C. dubliniensis CD36</i> : Cd36_84280, <i>C. parapsilosis CDC317</i> : CPAR2_806130/ATF1 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_112742"
B9J08_005514,CAL0000222143,"Uncharacterized ORF; Ortholog(s) have SNAP receptor activity and role in autophagosome maturation, piecemeal microautophagy of the nucleus, vacuole fusion, non-autophagic, vesicle docking, vesicle fusion, vesicle fusion with vacuole"
