Protein	GO_IDs
B9J08_003334	GO:0005575;GO:0008150;GO:0044425;GO:0044464;GO:0031224;GO:0031225;GO:0009987;GO:0065007;GO:0016021;GO:0007155;GO:0050789;GO:0040011;GO:0005576;GO:0044459;GO:0051704;GO:0044419;GO:0016020;GO:0005488
B9J08_003337	GO:0044425;GO:0016021;GO:0031224;GO:0005575;GO:0016020;GO:0008150;GO:0055036;GO:0044464;GO:0018995;GO:0002629;GO:0033643;GO:0022610;GO:0005886;GO:0002620;GO:0033644;GO:0036338
B9J08_003350	GO:0005575;GO:0044424;GO:0044464;GO:0008150;GO:0009987;GO:0044444;GO:0044237;GO:0071704;GO:0008152;GO:0044238;GO:0006807;GO:0140535;GO:0043170;GO:0043226;GO:0005829;GO:0044260;GO:0043229;GO:0044428;GO:0044446
B9J08_003375	GO:0044424;GO:0044464;GO:0008150;GO:0044422;GO:0005575;GO:0000775;GO:0044446;GO:0016043;GO:0071840;GO:0044434;GO:0044435;GO:0043229;GO:0098687;GO:0043226;GO:0043227;GO:0043231;GO:0009987;GO:0009536;GO:0009507;GO:0044427
B9J08_003399	GO:0044464;GO:0005575;GO:0044424;GO:0008150;GO:0044422;GO:0044446;GO:0008152;GO:0009987;GO:0044237;GO:0071704;GO:1901360;GO:0044238;GO:0006725;GO:0032991;GO:0034641;GO:0046483;GO:0140535;GO:0006807;GO:0043170
B9J08_003419	GO:0005575;GO:0044464;GO:0044424;GO:0044444;GO:0044422;GO:0044446;GO:0044429;GO:0044425;GO:0016021;GO:0031224;GO:0044455;GO:0008150;GO:0009987;GO:0008152;GO:0044237;GO:0098796;GO:0006091;GO:0140535
B9J08_003422	GO:0005575;GO:0008150;GO:0044464;GO:0044424;GO:0009987;GO:0044444;GO:0043226;GO:0003674;GO:0043229;GO:0043227;GO:0016043;GO:0071840;GO:0005634;GO:0006996;GO:0043231;GO:0005935;GO:0005829
B9J08_003434	GO:0005575;GO:0044464;GO:0044424;GO:0044444;GO:0008150;GO:0043226;GO:0032991;GO:0043229;GO:0044446;GO:0044422;GO:0140535;GO:0043228;GO:0043232;GO:0005829;GO:0044428;GO:0009987;GO:0003674;GO:0043227
B9J08_003468	GO:0005575;GO:0071806;GO:0008150;GO:0071702;GO:0016021;GO:0042886;GO:0006810;GO:0044425;GO:0015833;GO:0046903;GO:0031224;GO:0015031;GO:0055085;GO:0051234;GO:0033036;GO:0051179;GO:0018995;GO:0008104;GO:0071705;GO:0140352
B9J08_003475	GO:0005575;GO:0044464;GO:0008150;GO:0006996;GO:0044424;GO:0016043;GO:0071840;GO:0043226;GO:0009987;GO:0043227;GO:0005634;GO:0005886;GO:0043229;GO:0009200;GO:0043231;GO:0065008;GO:1902590;GO:0016020;GO:0007017
B9J08_003481	GO:0044424;GO:0005575;GO:0044464;GO:0008150;GO:0032991;GO:0044446;GO:0044422;GO:0009987;GO:0044427;GO:0005634;GO:0140535;GO:0043226;GO:0043229;GO:0043227;GO:0044428;GO:0043231;GO:0005681;GO:0071704;GO:0022607
B9J08_003483	GO:0008150;GO:0005575;GO:0051179;GO:0051234;GO:0006810;GO:0033036;GO:0071702;GO:0008104;GO:0045184;GO:0015031;GO:0015833;GO:0044464;GO:0042886;GO:0071705;GO:0044424;GO:0005488;GO:0032991;GO:0044444;GO:0009987;GO:0003674
B9J08_003487	GO:0005575;GO:0044464;GO:0008150;GO:0016020;GO:0009987;GO:0005886;GO:0044422;GO:0044425;GO:0031224;GO:0050896;GO:0051716;GO:0065007;GO:0009279;GO:0040008;GO:0044424;GO:0010942;GO:0048522;GO:0050794
B9J08_003491	GO:0008150;GO:0005575;GO:0044424;GO:0044464;GO:0005773;GO:1902531;GO:0044444;GO:0043226;GO:0032501;GO:0043229;GO:0043231;GO:0003008;GO:0043227;GO:0003014;GO:0065007;GO:0005764;GO:0000323;GO:0009966
B9J08_003499	GO:0008150;GO:0009987;GO:0065007;GO:0005575;GO:0050789;GO:0044464;GO:0050794;GO:0005488;GO:0044424;GO:0003674;GO:0071840;GO:0016043;GO:0007165;GO:0043226;GO:0097159;GO:0003677;GO:0003676;GO:1901363
B9J08_003511	GO:0005575;GO:0044464;GO:0044424;GO:0044444;GO:0008150;GO:0043229;GO:0043226;GO:0009987;GO:0005739;GO:0043231;GO:0043227;GO:0008152;GO:0003674;GO:0044238;GO:0044237;GO:0055114;GO:0071704;GO:0022900;GO:0005488
B9J08_003528	GO:0008150;GO:0005575;GO:0044464;GO:0044424;GO:0044428;GO:0048522;GO:0044422;GO:0005634;GO:0043226;GO:0043231;GO:0044446;GO:0051254;GO:0043170;GO:0050794;GO:1902680;GO:0050789;GO:0065007;GO:0048518;GO:0008152;GO:0140110
B9J08_003532	GO:0044464;GO:0005575;GO:0044424;GO:0043226;GO:0043229;GO:0005634;GO:0043231;GO:0043227;GO:0008150;GO:0003674;GO:0005737;GO:0007049;GO:0003677;GO:0044450;GO:0043228;GO:0005814;GO:0005929
B9J08_003539	GO:0005575;GO:0044464;GO:0044424;GO:0008150;GO:0043226;GO:0005737;GO:0043229;GO:0009987;GO:0005634;GO:0043227;GO:0003674;GO:0043231;GO:0005488;GO:0016043;GO:0022607;GO:0071840;GO:0005515
B9J08_003551	GO:0005575;GO:0044464;GO:0008150;GO:0031224;GO:0044425;GO:0016020;GO:0031225;GO:0009987;GO:0005886;GO:0003674;GO:0005488;GO:0005576;GO:0008152;GO:0009986;GO:0009548
B9J08_003591	GO:0005575;GO:0044464;GO:0008150;GO:0030312;GO:0005618;GO:0009277;GO:0016020;GO:0031225;GO:0030445;GO:0005886;GO:0040007;GO:0030447;GO:0030446;GO:0044182;GO:0044181;GO:0009986;GO:0044180;GO:0044419
B9J08_003601	GO:0005575;GO:0044464;GO:0032501;GO:0044424;GO:0016020;GO:0007275;GO:0044444;GO:0005886;GO:0009790;GO:0008150;GO:0003674;GO:0044422;GO:0032502;GO:0005829;GO:0005737;GO:0048856;GO:0043226;GO:0044446
B9J08_003607	GO:0008150;GO:0044464;GO:0065007;GO:0044424;GO:0005575;GO:0050789;GO:0044428;GO:0032502;GO:0009719;GO:0099402;GO:0044446;GO:0009725;GO:0003674;GO:0010228;GO:2000241;GO:0044422;GO:0043229;GO:2000026;GO:0048856
B9J08_003635	GO:0005575;GO:0008150;GO:0016043;GO:0006996;GO:0071840;GO:0009987;GO:0044464;GO:0044424;GO:0044444;GO:0051179;GO:0071702;GO:0071705;GO:1902590;GO:0032991;GO:0042886;GO:0008104;GO:0003674;GO:0051234;GO:0045184;GO:0033036
B9J08_003636	GO:0008150;GO:0005575;GO:0044424;GO:0044464;GO:0003674;GO:0044444;GO:0044422;GO:0044446;GO:0065007;GO:0005488;GO:0044428;GO:0033365;GO:0033036;GO:0009987;GO:0050789;GO:0005829;GO:0008104;GO:0019222;GO:0034613;GO:0032991
B9J08_003644	GO:0005575;GO:0044464;GO:0044424;GO:0008150;GO:0065007;GO:0065008;GO:0043231;GO:0043229;GO:0043227;GO:0043226;GO:0005634;GO:0044444;GO:0050789;GO:0050794;GO:0005737;GO:0051179;GO:0010817;GO:0005829
B9J08_003651	GO:0005575;GO:0044464;GO:0044444;GO:0044424;GO:0016021;GO:0031224;GO:0016020;GO:0044422;GO:0044425;GO:0031090;GO:0044446;GO:0005778;GO:0044438;GO:0031903;GO:0008150;GO:0031966;GO:0044439;GO:0044429;GO:0098805;GO:0019867
B9J08_003672	GO:0044425;GO:0031224;GO:0005575;GO:0016021;GO:0044464;GO:0008150;GO:0016020;GO:0009987;GO:1902588;GO:0044000;GO:0097478;GO:0046739;GO:0051814;GO:0005886;GO:0044462
B9J08_003694	GO:0005575;GO:0044425;GO:0016021;GO:0031224;GO:0008150;GO:0044464;GO:0003674;GO:0044424;GO:0009987;GO:0012501;GO:0032502;GO:0032501;GO:0008381;GO:0048856;GO:0008219;GO:0043227
B9J08_003698	GO:0005575;GO:0008150;GO:0044464;GO:0044424;GO:0005737;GO:0009987;GO:0065007;GO:0050789;GO:0051179;GO:0050794;GO:0065008;GO:0016020;GO:0051172;GO:1901564;GO:0008104;GO:0009892;GO:0044238;GO:0031324;GO:0071704
B9J08_003704	GO:0005575;GO:0009889;GO:0019219;GO:0031326;GO:0060255;GO:0031323;GO:2001141;GO:0051252;GO:0019222;GO:0065007;GO:0010556;GO:2000112;GO:0006355;GO:1903506;GO:0080090;GO:0010468;GO:0050789;GO:0051171;GO:0050794;GO:0016020
B9J08_003723	GO:0008150;GO:0009987;GO:0005575;GO:0044464;GO:0071840;GO:0016043;GO:0044424;GO:0006996;GO:0044444;GO:0050789;GO:0044422;GO:0050794;GO:0065007;GO:0007031;GO:0016020;GO:0044446;GO:0051646;GO:0050896;GO:0097478;GO:0031090
B9J08_003733	GO:0005575;GO:0008150;GO:0003674;GO:0003676;GO:0044464;GO:0044424;GO:0009987;GO:0005488;GO:0016043;GO:1901363;GO:0097159;GO:0043226;GO:0071840;GO:0015631;GO:0043229;GO:0043227;GO:0043231;GO:0003723;GO:0050794;GO:0000226
B9J08_003744	GO:0008150;GO:0009987;GO:0016043;GO:0071840;GO:0065007;GO:0022607;GO:0010468;GO:0050789;GO:0019222;GO:0031327;GO:0009890;GO:0005575;GO:0060255;GO:0010558;GO:0031326;GO:0045892;GO:0080090;GO:0006325;GO:0009889
B9J08_003751	GO:0008150;GO:0005575;GO:0044464;GO:0044424;GO:0044444;GO:0065007;GO:0009987;GO:0048519;GO:0050789;GO:0048585;GO:0005829;GO:0005515;GO:0005488;GO:0048583;GO:0016020;GO:0003674;GO:0009968;GO:0042802;GO:0031090;GO:0009966
B9J08_003777	GO:0005575;GO:0044425;GO:0008150;GO:0044464;GO:0016021;GO:0031090;GO:0031224;GO:0044424;GO:0016020;GO:0044422;GO:0044446;GO:0009987;GO:0044444;GO:0005615;GO:0097478;GO:0044421
B9J08_003794	GO:0005575;GO:0044464;GO:0031224;GO:0009987;GO:0008150;GO:0044425;GO:0016021;GO:0016043;GO:0071840;GO:0005886;GO:0016020;GO:0022607;GO:0006996;GO:0022414;GO:0061024
B9J08_003812	GO:0005488;GO:0003674;GO:0043167;GO:0046872;GO:0043169;GO:0003824;GO:0008150;GO:0016772;GO:0097159;GO:0016740;GO:0051536;GO:0000166;GO:0051540;GO:1901265;GO:1901363;GO:0017076;GO:0016301;GO:0035639;GO:0036094;GO:0032555
B9J08_003818	GO:0005575;GO:0044464;GO:0044424;GO:0043229;GO:0043226;GO:0005634;GO:0043231;GO:0043227;GO:0065007;GO:0008150;GO:0009892;GO:0010605;GO:0005737;GO:0009890;GO:0019222;GO:0031327;GO:0050789;GO:0060255;GO:0044422;GO:0010629
B9J08_003843	GO:0005575;GO:0003674;GO:0008150;GO:0003824;GO:0009279;GO:0044462;GO:0019867;GO:0046872;GO:0044464;GO:0070887;GO:0043169;GO:0050896;GO:0051716;GO:0043167;GO:0042221;GO:0044446;GO:0009987;GO:0006952;GO:0044444;GO:0005488
B9J08_003845	GO:0005575;GO:0050794;GO:0044089;GO:0050789;GO:0051130;GO:0008150;GO:0051128;GO:0065007;GO:0044087;GO:0044464;GO:0033043;GO:0010638;GO:0005515;GO:0048522;GO:0048518;GO:0005488;GO:0003674;GO:0031334;GO:0044424;GO:0043254
B9J08_003853	GO:0043167;GO:0005488;GO:0043169;GO:0046872;GO:0003674;GO:0005575;GO:0044464;GO:0044424;GO:0050896;GO:0008150;GO:0097159;GO:0006950;GO:1901363;GO:0051716;GO:0003700;GO:0008270;GO:0008152;GO:0033554
B9J08_003857	GO:0005575;GO:0008150;GO:0044424;GO:0044464;GO:0005737;GO:0003674;GO:0005515;GO:0005488;GO:0009987;GO:0015631;GO:0048518;GO:0065007;GO:0140496;GO:0043015;GO:0031023;GO:0007010;GO:0050789
B9J08_003891	GO:0005575;GO:0044424;GO:0044464;GO:0032991;GO:0043227;GO:0005634;GO:0043231;GO:0043226;GO:0043229;GO:0140535;GO:0008150;GO:0005737;GO:0009891;GO:0019219;GO:0060255;GO:0045935;GO:0010556;GO:0009889
B9J08_003904	GO:0008150;GO:0005575;GO:0044444;GO:0044464;GO:0044424;GO:1901576;GO:0003674;GO:1901566;GO:0044271;GO:0043226;GO:1901564;GO:0043229;GO:0006807;GO:0005198;GO:0044260;GO:0043170;GO:0043231;GO:0043227;GO:0005739
B9J08_003929	GO:0005575;GO:0044464;GO:0044424;GO:0008150;GO:0044444;GO:0044425;GO:0051704;GO:0044419;GO:0016020;GO:0044462;GO:0032991;GO:0043226;GO:0003674;GO:0043229;GO:0004825;GO:0140535;GO:0016874;GO:0044403
B9J08_003958	GO:0005575;GO:0044464;GO:0044424;GO:0044425;GO:0044422;GO:0044444;GO:0016021;GO:0044446;GO:0005576;GO:0044429;GO:0031224;GO:0008150;GO:0003674;GO:0044455;GO:0009987;GO:0042802;GO:0044462;GO:0005515
B9J08_003968	GO:0008150;GO:0005575;GO:0044464;GO:0009987;GO:0065007;GO:0065008;GO:0005576;GO:0016020;GO:0003674;GO:0005886;GO:0055069;GO:0050794;GO:0071840;GO:0050801;GO:0050789;GO:0055074;GO:0005618
B9J08_003970	GO:0005575;GO:0044464;GO:0044425;GO:0016021;GO:0031224;GO:0044424;GO:0003674;GO:0016020;GO:0005488;GO:0003677;GO:0003676;GO:0097159;GO:0044446;GO:0044422;GO:1901363;GO:0016740;GO:0043227;GO:0044444
B9J08_003974	GO:0005575;GO:0008150;GO:0044464;GO:0006810;GO:0051234;GO:0042886;GO:0008104;GO:0044424;GO:0071702;GO:1901363;GO:0071705;GO:0051179;GO:0033036;GO:0097159;GO:0045184;GO:0015031;GO:0015833;GO:0043226;GO:0003676;GO:0005488
B9J08_003984	GO:0005575;GO:0008150;GO:0044424;GO:0044464;GO:0050789;GO:0005737;GO:0065007;GO:0050794;GO:0009987;GO:0000338;GO:0044446;GO:0044428;GO:0044422;GO:0048583;GO:0005654;GO:0007166;GO:0023051
B9J08_004002	GO:0008150;GO:0005575;GO:0044424;GO:0044464;GO:0009987;GO:0044444;GO:0043226;GO:0044237;GO:0043229;GO:0043227;GO:0043231;GO:0008152;GO:0006810;GO:0051179;GO:0065007;GO:0051234;GO:0071704
B9J08_004007	GO:0005575;GO:0016021;GO:0044425;GO:0031224;GO:0008150;GO:0050789;GO:0065007;GO:0050794;GO:0019054;GO:0018995;GO:0033643;GO:0044068;GO:0033043;GO:0019048;GO:0010506;GO:0019031;GO:0044423
B9J08_004020	GO:0044424;GO:0044444;GO:0005575;GO:0044464;GO:0043229;GO:0043226;GO:0043227;GO:0043231;GO:0044422;GO:0044446;GO:0044429;GO:0005739;GO:0022607;GO:0034622;GO:0033108;GO:0008150;GO:0016043;GO:0065003
B9J08_004031	GO:0008150;GO:0071704;GO:0008152;GO:0044238;GO:0006807;GO:0043170;GO:0044237;GO:1901564;GO:0044260;GO:0009987;GO:0019538;GO:0006508;GO:1901575;GO:0009056;GO:0009057;GO:0019941;GO:0043632;GO:0051603;GO:0005575
B9J08_004033	GO:0005575;GO:0044424;GO:0044464;GO:0044444;GO:0005829;GO:0008150;GO:0009987;GO:0032153;GO:0003674;GO:0097159;GO:0003676;GO:1901363;GO:0005488;GO:0170034;GO:0003700;GO:0090510;GO:0030428;GO:0043226
B9J08_004034	GO:0005575;GO:0044464;GO:0044424;GO:0008150;GO:0140535;GO:0032991;GO:0009987;GO:0048856;GO:0007275;GO:0032501;GO:0044446;GO:0044422;GO:0005737;GO:0003674;GO:0032502;GO:0005488;GO:0009790;GO:0043226
B9J08_004036	GO:0008150;GO:0071704;GO:0009987;GO:0006810;GO:0008152;GO:0006869;GO:0051234;GO:0005575;GO:0051179;GO:0044237;GO:1901576;GO:0009058;GO:0071702;GO:0016032;GO:0044249;GO:0044403;GO:0046739;GO:1901566
B9J08_004037	GO:0005575;GO:0044464;GO:0016020;GO:0003674;GO:0005886;GO:0008150;GO:0007155;GO:0022610;GO:0044444;GO:0005488;GO:0005515;GO:0044424;GO:0051704;GO:0010226;GO:0044431;GO:0005576
B9J08_004056	GO:0016787;GO:0003824;GO:0043170;GO:0044424;GO:0003674;GO:0044429;GO:0006807;GO:0071704;GO:0004518;GO:0005575;GO:0008152;GO:0008150;GO:0044464;GO:0016788;GO:0044238;GO:0044237;GO:0006139;GO:0009987;GO:1901360
B9J08_004084	GO:0005575;GO:0044425;GO:0044464;GO:0031224;GO:0008150;GO:0016020;GO:0005886;GO:0051179;GO:0065007;GO:0051704;GO:0031225;GO:0005618;GO:0016021;GO:0030312;GO:0051234
B9J08_004087	GO:0008150;GO:0005575;GO:0044464;GO:0051179;GO:0051641;GO:0044424;GO:0051640;GO:0044422;GO:0009987;GO:0044430;GO:0044446;GO:0065007;GO:0071840;GO:0051649;GO:0005815;GO:0007017;GO:0016043;GO:0050789;GO:0051234;GO:0051656
B9J08_004093	GO:0008150;GO:0005575;GO:0044446;GO:0044422;GO:0044464;GO:0044424;GO:0032991;GO:0140535;GO:0071704;GO:0008152;GO:0009987;GO:0044428;GO:0044237;GO:0097159;GO:0003674;GO:0044238;GO:0006807;GO:1901363;GO:0005488
B9J08_004101	GO:0044425;GO:0005575;GO:0016021;GO:0031224;GO:0044464;GO:0008150;GO:0003674;GO:0016020;GO:0009987;GO:0016811;GO:1901564;GO:0006807;GO:0071704;GO:0044237;GO:0016787;GO:0008152;GO:0003824
B9J08_004102	GO:0005575;GO:0008150;GO:0044464;GO:0040011;GO:0044462;GO:0051704;GO:0006810;GO:0009405;GO:0051234;GO:0071702;GO:0051179;GO:0042597;GO:0030288;GO:0097590;GO:0009987;GO:0097588
B9J08_004103	GO:0006807;GO:1901360;GO:0006725;GO:0008150;GO:0044238;GO:0044237;GO:0005575;GO:0003674;GO:0008152;GO:0006139;GO:0071704;GO:0034641;GO:0005488;GO:0046483;GO:1901564;GO:0005737;GO:0044281;GO:0005515;GO:0019637
B9J08_004105	GO:0044464;GO:0005575;GO:0044424;GO:0008150;GO:0044446;GO:0044422;GO:0009987;GO:0140535;GO:0044444;GO:0043226;GO:0043229;GO:0043231;GO:0032991;GO:0043227;GO:0005634;GO:0007049;GO:0022414
B9J08_004106	GO:0008150;GO:0044464;GO:0005634;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0044424;GO:0005575;GO:0003674;GO:0071704;GO:0009987;GO:0044237;GO:0008152;GO:1901564;GO:0043170;GO:0044260
B9J08_004107	GO:0005575;GO:0044464;GO:0031224;GO:0016021;GO:0044425;GO:0003674;GO:0016020;GO:0003824;GO:0090510;GO:0032153;GO:0020037;GO:0005488;GO:0009987;GO:0005886;GO:0046906;GO:0090511
B9J08_004148	GO:0005575;GO:0044464;GO:0003674;GO:0009987;GO:0008150;GO:0003824;GO:0016020;GO:0005576;GO:0005618;GO:0030312;GO:0006807;GO:0044419;GO:0005886;GO:0016853;GO:0042597;GO:0008152
B9J08_004159	GO:0008150;GO:0005575;GO:0044464;GO:0044424;GO:0009987;GO:0044444;GO:0043226;GO:0065007;GO:0043227;GO:0043229;GO:0005829;GO:0043231;GO:0005737;GO:0022414;GO:0050789;GO:0005634;GO:0032991
B9J08_004174	GO:0008150;GO:0003674;GO:0005488;GO:0009987;GO:0071704;GO:0008152;GO:0044237;GO:0005575;GO:0044424;GO:0097159;GO:0043170;GO:0044464;GO:1901363;GO:0044422;GO:0044446;GO:0003676;GO:0044260;GO:0003824;GO:0043226
B9J08_004179	GO:0005575;GO:0044424;GO:0044464;GO:0008150;GO:0044446;GO:0044422;GO:0043229;GO:0005634;GO:0043227;GO:0043226;GO:0043231;GO:0140535;GO:0044428;GO:0009987;GO:0044451;GO:0032991;GO:0044238;GO:0005515;GO:0044427
B9J08_004180	GO:0003674;GO:0008150;GO:0003824;GO:0008152;GO:0009987;GO:0005575;GO:0044237;GO:0006725;GO:0051179;GO:0071704;GO:0009058;GO:0044281;GO:0006810;GO:0005829;GO:0044464;GO:0044249;GO:0044424;GO:0044444
B9J08_004186	GO:0005575;GO:0044464;GO:0044424;GO:0043229;GO:0043227;GO:0044444;GO:0043226;GO:0043231;GO:0005739;GO:0008150;GO:0043170;GO:0008152;GO:0003674;GO:0071704;GO:0009987;GO:0006807;GO:0044237;GO:0044238;GO:0005488
B9J08_004187	GO:0016021;GO:0005575;GO:0031224;GO:0044425;GO:0044464;GO:0008150;GO:0044424;GO:0008152;GO:0044238;GO:0071704;GO:0009987;GO:0016020;GO:0034641;GO:0006807;GO:0043226
B9J08_004193	GO:0008150;GO:0050789;GO:0044464;GO:0044424;GO:0005575;GO:0065007;GO:0050794;GO:0005488;GO:0003674;GO:0097159;GO:0003676;GO:1901363;GO:0005634;GO:0043227;GO:0031326;GO:0043231;GO:0043226;GO:0060255;GO:0009889;GO:0042127
B9J08_004194	GO:0005488;GO:0003674;GO:0005575;GO:0097159;GO:1901363;GO:0003676;GO:0008150;GO:0003723;GO:0044464;GO:0044424;GO:0043226;GO:0015631;GO:0006139;GO:0006807;GO:0046483;GO:0006725;GO:0044238;GO:0071704;GO:0044237;GO:0009987
B9J08_004195	GO:0008150;GO:0005575;GO:0044237;GO:0044428;GO:0071704;GO:0006807;GO:0044422;GO:0044238;GO:1901360;GO:0034641;GO:0044424;GO:0043170;GO:0046483;GO:0006725;GO:0044446;GO:0044464;GO:0006139;GO:0008152;GO:0090304
B9J08_004211	GO:0005575;GO:0044464;GO:0044424;GO:0008150;GO:0044444;GO:0044422;GO:0044446;GO:0051179;GO:0044425;GO:0009987;GO:0065003;GO:0044429;GO:0033036;GO:0008104;GO:0016043;GO:0071840;GO:0016021;GO:0051234;GO:0043933;GO:0022607
B9J08_004254	GO:0005488;GO:0003674;GO:0008150;GO:0003677;GO:0043169;GO:0046872;GO:0003676;GO:1901363;GO:0097159;GO:0043167;GO:0050789;GO:0050794;GO:0065007;GO:0005575;GO:0044464;GO:0044424;GO:0009987;GO:0008270;GO:0046914;GO:0007165
B9J08_004257	GO:0005575;GO:0008150;GO:0005576;GO:0051704;GO:0005488;GO:0044419;GO:0022610;GO:0003674;GO:0007155;GO:0030246;GO:0009987;GO:0005515;GO:0044462;GO:0044464;GO:0098609;GO:0006952;GO:0050896;GO:0009405
B9J08_004260	GO:0044464;GO:0043226;GO:0044424;GO:0005575;GO:0043229;GO:0008150;GO:0043228;GO:0043232;GO:0003674;GO:0044444;GO:0005488;GO:0005829;GO:0097159;GO:0009987;GO:0140535;GO:1901363
B9J08_004270	GO:0008150;GO:0044424;GO:0044464;GO:0005575;GO:0043229;GO:0043227;GO:0003674;GO:0043226;GO:0005488;GO:0043231;GO:0043167;GO:0009987;GO:0043169;GO:0046872;GO:0050789;GO:0065007;GO:0097159;GO:0008144;GO:0005634;GO:1901363
B9J08_004272	GO:0005488;GO:1901363;GO:0003676;GO:0003674;GO:0097159;GO:0005575;GO:0044464;GO:0044424;GO:0003677;GO:0019222;GO:0009889;GO:0065007;GO:0010556;GO:0008150;GO:0031323;GO:0009890;GO:0060255;GO:0031326;GO:2001141;GO:0006355
B9J08_004275	GO:0005575;GO:0044464;GO:0044444;GO:0044424;GO:0008150;GO:0044429;GO:0044446;GO:0044422;GO:0005488;GO:0016021;GO:0031224;GO:0003674;GO:0044425;GO:0008152;GO:0043226;GO:0009987;GO:0043229;GO:1901363;GO:0031966;GO:0005739
B9J08_004276	GO:0005575;GO:0044425;GO:0031224;GO:0044464;GO:0031225;GO:0005886;GO:0016020;GO:0016021;GO:0008150;GO:0044462;GO:0031233;GO:0046658;GO:0009279;GO:0009986;GO:0044459;GO:0009548
B9J08_004282	GO:0008150;GO:0032502;GO:0048856;GO:0032501;GO:0048869;GO:0003674;GO:0005488;GO:0009987;GO:0005575;GO:0022414;GO:0044464;GO:0022412;GO:0043169;GO:0044424;GO:0043167;GO:0007601;GO:0097159;GO:0007275
B9J08_004283	GO:0008150;GO:0065007;GO:0050789;GO:0050794;GO:0005575;GO:0044424;GO:0044464;GO:0009987;GO:0048522;GO:0048518;GO:0044444;GO:0043226;GO:0007165;GO:0043229;GO:0043231;GO:0010941;GO:0043227;GO:0042981;GO:0043067;GO:0035556
B9J08_004284	GO:0005575;GO:0044464;GO:0044424;GO:0043229;GO:0043226;GO:0043231;GO:0043227;GO:0043228;GO:0043232;GO:0022613;GO:0044085;GO:0005634;GO:0050789;GO:0008150;GO:0044444;GO:0065007;GO:0071840;GO:0003674;GO:0032991
B9J08_004287	GO:0003674;GO:0044237;GO:0008150;GO:0071704;GO:0009987;GO:0003824;GO:0008152;GO:0016772;GO:0006139;GO:0044238;GO:0006725;GO:0046483;GO:0043229;GO:0005575;GO:0016301;GO:0016740;GO:0043226;GO:0016779;GO:0016780
B9J08_004290	GO:0016021;GO:0031224;GO:0044425;GO:0008150;GO:0005575;GO:0016020;GO:0044422;GO:0044446;GO:0044464;GO:0019867;GO:0044424;GO:0097478;GO:0031090;GO:0044444;GO:0071840;GO:0044462
B9J08_004291	GO:0008150;GO:0003674;GO:0005575;GO:0071704;GO:0003824;GO:0008152;GO:0009987;GO:0005488;GO:0044238;GO:0043227;GO:0043231;GO:0044424;GO:0005634;GO:0043226;GO:0065007;GO:0050789;GO:0006807;GO:0044464;GO:0140640
B9J08_004296	GO:0008150;GO:0016021;GO:0005575;GO:0044425;GO:0031224;GO:0009605;GO:0051704;GO:0009987;GO:0065003;GO:0009607;GO:0043207;GO:0051707;GO:0043933;GO:0022607;GO:0016043;GO:0071840
B9J08_004305	GO:0005575;GO:0008150;GO:0044464;GO:0009987;GO:0016020;GO:0005886;GO:0044424;GO:0050789;GO:0065007;GO:0007165;GO:0050794;GO:0051301;GO:0035556;GO:0005737;GO:0044425;GO:0009056;GO:0044248
B9J08_004314	GO:0003674;GO:0006807;GO:0044237;GO:0003824;GO:1901564;GO:0071704;GO:0006725;GO:0008152;GO:0044249;GO:0008150;GO:1901566;GO:0009058;GO:0044238;GO:0009987;GO:0044281;GO:0016740;GO:0009117;GO:0006753
B9J08_004348	GO:0003674;GO:0003824;GO:0005575;GO:0008150;GO:0043226;GO:0009987;GO:0043169;GO:0046872;GO:0043167;GO:0044464;GO:0044237;GO:0016491;GO:0006725;GO:0008152;GO:0044424;GO:0019120;GO:0016787;GO:0016722
B9J08_004354	GO:0008150;GO:0044464;GO:0005575;GO:0044424;GO:0022414;GO:0009987;GO:0003674;GO:0040008;GO:0044427;GO:0003006;GO:0044422;GO:0032502;GO:0005488;GO:0065007;GO:0005515;GO:0016043;GO:0050789;GO:0032501;GO:0071840;GO:0044446
B9J08_004358	GO:0008150;GO:0009987;GO:0005575;GO:0071704;GO:0043170;GO:0044464;GO:0003674;GO:0008152;GO:0044260;GO:0044238;GO:0005488;GO:0044237;GO:0044424;GO:1901360;GO:0006807;GO:0006139;GO:0006725;GO:0005737;GO:0090304
B9J08_004366	GO:0008150;GO:0016032;GO:0044419;GO:0044403;GO:0051704;GO:0065007;GO:0051701;GO:0044003;GO:0050789;GO:0051707;GO:0052173;GO:0075136;GO:0044068;GO:0075140;GO:0035821;GO:0052200;GO:0051817;GO:0048585;GO:0052552;GO:0052255
B9J08_004376	GO:0005575;GO:0044425;GO:0016021;GO:0031224;GO:0044464;GO:0016020;GO:0044444;GO:0005886;GO:0008150;GO:0044446;GO:0044422;GO:0097478;GO:0006810;GO:0051179;GO:0006811;GO:0043227
B9J08_004379	GO:0005575;GO:0044464;GO:0044424;GO:0043226;GO:0043229;GO:0008150;GO:0043232;GO:0043228;GO:0005737;GO:0044450;GO:0009987;GO:0022402;GO:1903047;GO:0005815;GO:0005814;GO:0044444;GO:0007049;GO:0044237
B9J08_004387	GO:0008150;GO:0065007;GO:0050789;GO:0005575;GO:0050794;GO:0019222;GO:0060255;GO:0044464;GO:0051246;GO:0051171;GO:0031323;GO:0080090;GO:0032268;GO:0010556;GO:0010468;GO:0009889;GO:0044424;GO:0031326;GO:2000112;GO:0043229
